RootFolder,File,RelativePath,DateTime,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence
NW2_Cumberland,100_BTCF.IMG_0005.MP4,NW2A ,2024-12-30 19:12:48,NW2_EVENT1,A,D,NW2,1,slightly kinked tail,SF,NW2-SF1,N,0
NW2_Cumberland,100_BTCF.IMG_0007.MP4,NW2A ,2025-01-03 08:04:30,NW2_EVENT2,A,D,NW2,1,slightly kinked tail,SF,NW2-SF1,N,0
NW2_Cumberland,100_BTCF.IMG_0008.MP4,NW2A ,2025-01-03 08:04:58,NW2_EVENT2,A,D,NW2,1,slightly kinked tail,SF,NW2-SF1,N,0
NW2_Cumberland,100_BTCF.IMG_0009.MP4,NW2A ,2025-01-03 08:05:20,NW2_EVENT2,A,D,NW2,1,slightly kinked tail,SF,NW2-SF1,N,0
NW2_Cumberland,100_BTCF.IMG_0011.MP4,NW2N ,2025-01-08 17:48:22,NW2_EVENT3,N,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,1
NW2_Cumberland,100_BTCF.IMG_0012.MP4,NW2N ,2025-01-08 17:48:46,NW2_EVENT3,N,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,1
NW2_Cumberland,100_BTCF.IMG_0013.MP4,NW2N ,2025-01-08 17:49:06,NW2_EVENT3,N,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,2
NW2_Cumberland,100_BTCF.IMG_0017.MP4,NW2A ,2025-01-08 17:50:16,NW2_EVENT3,A,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,2
NW2_Cumberland,100_BTCF.IMG_0018.MP4,NW2A ,2025-01-08 20:44:30,NW2_EVENT4,A,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,1
NW2_Cumberland,100_BTCF.IMG_0019.MP4,NW2A ,2025-01-08 20:44:54,NW2_EVENT4,A,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,1
NW2_Cumberland,100_BTCF.IMG_0014.MP4,NW2N ,2025-01-08 20:46:14,NW2_EVENT4,N,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,2
NW2_Cumberland,100_BTCF.IMG_0015.MP4,NW2N ,2025-01-08 20:46:36,NW2_EVENT4,N,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,2
NW2_Cumberland,100_BTCF.IMG_0016.MP4,NW2N ,2025-01-08 20:46:59,NW2_EVENT4,N,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,2
NW2_Cumberland,100_BTCF.IMG_0017.MP4,NW2N ,2025-01-08 20:47:18,NW2_EVENT4,N,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,2
NW2_Cumberland,100_BTCF.IMG_0074.MP4,NW2N ,2025-01-16 08:42:24,NW2_EVENT5,N,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,1
NW2_Cumberland,100_BTCF.IMG_0075.MP4,NW2N ,2025-01-16 08:42:46,NW2_EVENT5,N,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,1
NW2_Cumberland,100_BTCF.IMG_0076.MP4,NW2N ,2025-01-16 08:43:06,NW2_EVENT5,N,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,1
NW2_Cumberland,100_BTCF.IMG_0077.MP4,NW2N ,2025-01-16 08:43:38,NW2_EVENT5,N,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,1
NW2_Cumberland,100_BTCF.IMG_0060.MP4,NW2A ,2025-01-16 08:43:48,NW2_EVENT5,A,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,2
NW2_Cumberland,100_BTCF.IMG_0061.MP4,NW2A ,2025-01-16 08:44:12,NW2_EVENT5,A,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,2
NW2_Cumberland,100_BTCF.IMG_0062.MP4,NW2A ,2025-01-16 08:44:36,NW2_EVENT5,A,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,2
NW2_Cumberland,100_BTCF.IMG_0078.MP4,NW2N ,2025-01-16 08:45:20,NW2_EVENT5,N,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,1
NW2_Cumberland,100_BTCF.IMG_0079.MP4,NW2N ,2025-01-16 08:45:48,NW2_EVENT5,N,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,1
NW2_Cumberland,100_BTCF.IMG_0080.MP4,NW2N ,2025-01-16 08:46:11,NW2_EVENT5,N,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,1
NW2_Cumberland,100_BTCF.IMG_0063.MP4,NW2A ,2025-01-16 08:46:38,NW2_EVENT5,A,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,2
NW2_Cumberland,100_BTCF.IMG_0069.MP4,NW2A ,2025-01-17 11:31:23,NW2_EVENT6,A,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,1
NW2_Cumberland,100_BTCF.IMG_0070.MP4,NW2A ,2025-01-17 11:31:50,NW2_EVENT6,A,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,1
NW2_Cumberland,100_BTCF.IMG_0086.MP4,NW2N ,2025-01-17 11:32:17,NW2_EVENT6,N,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,2
NW2_Cumberland,100_BTCF.IMG_0087.MP4,NW2N ,2025-01-17 11:32:42,NW2_EVENT6,N,L,NW2,1,mangey back legs,SM,NW2-SM1,mange,2
NW2_Cumberland,100_BTCF.IMG_0094.MP4,NW2N ,2025-01-20 05:56:32,NW2_EVENT7,N,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,1
NW2_Cumberland,100_BTCF.IMG_0095.MP4,NW2N ,2025-01-20 05:56:56,NW2_EVENT7,N,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,1
NW2_Cumberland,100_BTCF.IMG_0071.MP4,NW2A ,2025-01-20 05:57:48,NW2_EVENT7,A,D,NW2,1,"scruffy back fur, subtle muzzle scar",U,NW2-U1,light mange,2
NW2_Cumberland,100_BTCF.IMG_0096.MP4,NW2N ,2025-01-20 10:50:44,NW2_EVENT8,N,L,NW2,1,very scarred muzzle,M,NW2-M1,N,0
NW2_Cumberland,100_BTCF.IMG_0180.MP4,NW2N ,2025-01-31 23:27:40,NW2_EVENT9,N,D,NW2,1,,U,NW2-U2,N,0
NW2_Cumberland,100_BTCF.IMG_0193.MP4,NW2N ,2025-02-12 06:26:44,NW2_EVENT10,N,D,NW2,1,,U,NW2-U2,N,0
