RootFolder,File,RelativePath,DateTime,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence
NW6_McKenzie,Batch3.100_BTCF.IMG_0483.MP4,NW6A ,2020-01-02 15:08:28,NW6_EVENT1,A,D,NW6,1,,U,NW6-U1,N,0
NW6_McKenzie,Batch1.IMG_0019.MP4,NW6A ,2024-12-31 16:27:16,NW6_EVENT2,A,L,NW6,1,,U,NW6-U1,N,0
NW6_McKenzie,Batch1.IMG_0118.MP4,NW6A ,2025-01-01 05:59:18,NW6_EVENT3,A,D,NW6,1,,U,NW6-U1,N,0
NW6_McKenzie,100_BTCF.IMG_0004.MP4,NW6N ,2025-01-01 23:17:48,NW6_EVENT4,N,D,NW6,1,thin SM,SM,NW6-SM1,N,1
NW6_McKenzie,100_BTCF.IMG_0005.MP4,NW6N ,2025-01-01 23:18:12,NW6_EVENT4,N,D,NW6,1,thin SM,SM,NW6-SM1,N,1
NW6_McKenzie,100_BTCF.IMG_0006.MP4,NW6N ,2025-01-01 23:18:32,NW6_EVENT4,N,D,NW6,1,thin SM,SM,NW6-SM1,N,1
NW6_McKenzie,100_BTCF.IMG_0007.MP4,NW6N ,2025-01-01 23:18:54,NW6_EVENT4,N,D,NW6,1,thin SM,SM,NW6-SM1,N,1
NW6_McKenzie,Batch1.IMG_0167.MP4,NW6A ,2025-01-01 23:19:06,NW6_EVENT4,A,D,NW6,1,thin SM,SM,NW6-SM1,N,2
NW6_McKenzie,100_BTCF.IMG_0008.MP4,NW6N ,2025-01-01 23:19:18,NW6_EVENT4,N,D,NW6,1,thin SM,SM,NW6-SM1,N,1
NW6_McKenzie,100_BTCF.IMG_0009.MP4,NW6N ,2025-01-01 23:19:44,NW6_EVENT4,N,D,NW6,1,thin SM,SM,NW6-SM1,N,1
NW6_McKenzie,100_BTCF.IMG_0010.MP4,NW6N ,2025-01-01 23:20:06,NW6_EVENT4,N,D,NW6,1,thin SM,SM,NW6-SM1,N,1
NW6_McKenzie,Batch1.IMG_0168.MP4,NW6A ,2025-01-01 23:20:56,NW6_EVENT4,A,D,NW6,1,thin SM,SM,NW6-SM1,N,2
NW6_McKenzie,Batch1.IMG_0169.MP4,NW6A ,2025-01-01 23:21:16,NW6_EVENT4,A,D,NW6,1,thin SM,SM,NW6-SM1,N,2
NW6_McKenzie,100_BTCF.IMG_0023.MP4,NW6N ,2025-01-02 10:27:20,NW6_EVENT5,N,L,NW6,1,mangey F,F,NW6-F1,established mange,1
NW6_McKenzie,Batch1.IMG_0231.MP4,NW6A ,2025-01-02 10:27:44,NW6_EVENT5,A,L,NW6,1,mangey F,F,NW6-F1,established mange,2
NW6_McKenzie,100_BTCF.IMG_0024.MP4,NW6N ,2025-01-02 11:41:44,NW6_EVENT6,N,L,NW6,1,mangey F,F,NW6-F1,established mange,0
NW6_McKenzie,100_BTCF.IMG_0025.MP4,NW6N ,2025-01-02 11:49:14,NW6_EVENT7,N,L,NW6,1,fluffy but imperfect tail,F,NW6-F2,N,1
NW6_McKenzie,Batch1.IMG_0232.MP4,NW6A ,2025-01-02 11:49:42,NW6_EVENT7,A,L,NW6,1,fluffy but imperfect tail,F,NW6-F2,N,2
NW6_McKenzie,100_BTCF.IMG_0026.MP4,NW6N ,2025-01-03 10:40:52,NW6_EVENT8,N,L,NW6,2,"fluffy but imperfect tail, fluffy M","F, M","NW6-F2, NW6-M1","N, N",1
NW6_McKenzie,100_BTCF.IMG_0027.MP4,NW6N ,2025-01-03 10:41:12,NW6_EVENT8,N,L,NW6,2,"fluffy but imperfect tail, fluffy M","F, M","NW6-F2, NW6-M1","N, N",1
NW6_McKenzie,Batch1.IMG_0233.MP4,NW6A ,2025-01-03 10:41:26,NW6_EVENT8,A,L,NW6,2,"fluffy but imperfect tail, fluffy M","F, M","NW6-F2, NW6-M1","N, N",2
NW6_McKenzie,Batch1.IMG_0234.MP4,NW6A ,2025-01-03 10:42:02,NW6_EVENT8,A,L,NW6,2,"fluffy but imperfect tail, fluffy M","F, M","NW6-F2, NW6-M1","N, N",2
NW6_McKenzie,100_BTCF.IMG_0028.MP4,NW6N ,2025-01-03 16:57:54,NW6_EVENT9,N,D,NW6,1,fluffy M,M,NW6-M1,N,1
NW6_McKenzie,Batch1.IMG_0267.MP4,NW6A ,2025-01-03 16:58:42,NW6_EVENT9,A,D,NW6,1,fluffy M,M,NW6-M1,N,2
