RootFolder,File,RelativePath,DateTime,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence
SW2_Farm,100_BTCF.IMG_0009.MP4,SW2A ,2025-01-04 06:48:39,SW2_EVENT1,A,D,SW2,1,fluffy SF,SF,SW2-SF3,N,0
SW2_Farm,100_BTCF.IMG_0018.MP4,SW2A ,2025-01-07 19:26:32,SW2_EVENT2,A,D,SW2,3,"fluffy SF, bulky small left ear, dark tail","SF, M, SF","SW2-SF3, SW2-M1, SW2-SF2",N,0
SW2_Farm,100_BTCF.IMG_0019.MP4,SW2A ,2025-01-07 19:27:22,SW2_EVENT2,A,D,SW2,3,"fluffy SF, bulky small left ear, dark tail","SF, M, SF","SW2-SF3, SW2-M1, SW2-SF2",N,0
SW2_Farm,100_BTCF.IMG_0020.MP4,SW2A ,2025-01-08 05:11:22,SW2_EVENT3,A,D,SW2,1,small + fluffy,SF,SW2-SF1,N,0
SW2_Farm,100_BTCF.IMG_0022.MP4,SW2A ,2025-01-08 22:51:16,SW2_EVENT4,A,D,SW2,1,dark tail,SF,SW2-SF2,N,0
SW2_Farm,100_BTCF.IMG_0023.MP4,SW2A ,2025-01-08 22:55:06,SW2_EVENT4,A,D,SW2,1,dark tail,SF,SW2-SF2,N,0
SW2_Farm,100_BTCF.IMG_0048.MP4,SW2A ,2025-01-16 06:10:22,SW2_EVENT5,A,D,SW2,1,thin mange,SM,SW2-SM1,light mange,0
SW2_Farm,100_BTCF.IMG_0025.MP4,SW2N ,2025-01-17 00:56:08,SW2_EVENT6,N,D,SW2,1,thin mange,SM,SW2-SM1,light mange,0
SW2_Farm,100_BTCF.IMG_0026.MP4,SW2N ,2025-01-17 00:56:31,SW2_EVENT6,N,D,SW2,1,thin mange,SM,SW2-SM1,light mange,0
SW2_Farm,100_BTCF.IMG_0061.MP4,SW2A ,2025-01-19 18:01:36,SW2_EVENT7,A,D,SW2,1,dark tail,SF,SW2-SF2,N,0
SW2_Farm,100_BTCF.IMG_0062.MP4,SW2A ,2025-01-20 11:47:52,SW2_EVENT8,A,L,SW2,2,"fluffy SF, bulky small left ear","SF, M","SW2-SF3, SW2-M1",N,0
SW2_Farm,100_BTCF.IMG_0064.MP4,SW2A ,2025-01-20 17:25:48,SW2_EVENT9,A,D,SW2,1,fluffy SF,SF,SW2-SF3,N,0
SW2_Farm,100_BTCF.IMG_0032.MP4,SW2N ,2025-01-22 18:17:30,SW2_EVENT10,N,D,SW2,1,fluffy SF,SF,SW2-SF3,N,0
SW2_Farm,100_BTCF.IMG_0033.MP4,SW2N ,2025-01-22 18:18:02,SW2_EVENT10,N,D,SW2,1,fluffy SF,SF,SW2-SF3,N,0
SW2_Farm,100_BTCF.IMG_0080.MP4,SW2A ,2025-01-28 05:47:44,SW2_EVENT11,A,D,SW2,1,thin mange,SM,SW2-SM1,N,0
SW2_Farm,100_BTCF.IMG_0081.MP4,SW2A ,2025-01-28 05:48:12,SW2_EVENT11,A,D,SW2,1,thin mange,SM,SW2-SM1,N,0
SW2_Farm,100_BTCF.IMG_0088.MP4,SW2A ,2025-02-03 10:52:16,SW2_EVENT12,A,L,SW2,1,fluffy SF,SF,SW2-SF3,N,0
SW2_Farm,100_BTCF.IMG_0089.MP4,SW2A ,2025-02-03 15:17:46,SW2_EVENT13,A,L,SW2,2,"fluffy SF, bulky small left ear, dark tail","SF, M, SF","SW2-SF3, SW2-M1, SW2-SF2",N,0
SW2_Farm,100_BTCF.IMG_0090.MP4,SW2A ,2025-02-03 15:18:12,SW2_EVENT13,A,L,SW2,3,"fluffy SF, bulky small left ear, dark tail","SF, M, SF","SW2-SF3, SW2-M1, SW2-SF2",N,0
SW2_Farm,100_BTCF.IMG_0091.MP4,SW2A ,2025-02-03 15:18:40,SW2_EVENT13,A,L,SW2,3,"fluffy SF, bulky small left ear, dark tail","SF, M, SF","SW2-SF3, SW2-M1, SW2-SF2",N,0
SW2_Farm,100_BTCF.IMG_0102.MP4,SW2A ,2025-02-06 02:36:48,SW2_EVENT14,A,D,SW2,1,dark tail,SF,SW2-SF2,N,0
SW2_Farm,100_BTCF.IMG_0103.MP4,SW2A ,2025-02-06 23:40:12,SW2_EVENT15,A,D,SW2,1,bulky small left ear,M,SW2-M1,N,0
SW2_Farm,100_BTCF.IMG_0104.MP4,SW2A ,2025-02-07 01:14:38,SW2_EVENT16,A,D,SW2,1,dark tail,SF,SW2-SF2,N,0
SW2_Farm,100_BTCF.IMG_0105.MP4,SW2A ,2025-02-07 01:20:08,SW2_EVENT16,A,D,SW2,1,dark tail,SF,SW2-SF2,N,0
SW2_Farm,100_BTCF.IMG_0115.MP4,SW2A ,2025-02-07 15:49:34,SW2_EVENT17,A,L,SW2,1,small + fluffy,SF,SW2-SF1,N,0
SW2_Farm,100_BTCF.IMG_0116.MP4,SW2A ,2025-02-07 16:09:10,SW2_EVENT17,A,L,SW2,1,small + fluffy,SF,SW2-SF1,N,0
SW2_Farm,100_BTCF.IMG_0118.MP4,SW2A ,2025-02-09 22:37:54,SW2_EVENT18,A,D,SW2,1,imperfect tail,SM,SW2-SM1,possible low level mange,1
SW2_Farm,100_BTCF.IMG_0072.MP4,SW2N ,2025-02-09 22:40:19,SW2_EVENT18,N,D,SW2,1,imperfect tail,SM,SW2-SM1,possible low level mange,2
