RootFolder,File,RelativePath,DateTime,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence
E2,100_BTCF.IMG_0003.AVI,A ,2025-02-17 18:20:06,E2_EVENT1,A,D,E2,1,bulky m,M,E2-M1,N,2
E2,100_BTCF.IMG_0003.AVI,N ,2025-02-17 18:20:24,E2_EVENT1,N,D,E2,1,bulky m,M,E2-M1,N,1
E2,100_BTCF.IMG_0006.AVI,N ,2025-02-19 18:58:00,E2_EVENT2,N,D,E2,1,bulky f,F,E2-F1,N,0
E2,100_BTCF.IMG_0007.AVI,N ,2025-02-20 15:00:28,E2_EVENT3,N,L,E2,1,bulky f,F,E2-F1,N,0
E2,100_BTCF.IMG_0008.AVI,N ,2025-02-21 00:45:00,E2_EVENT4,N,D,E2,1,bulky m,M,E2-M1,N,0
E2,100_BTCF.IMG_0009.AVI,N ,2025-02-21 00:58:30,E2_EVENT5,N,D,E2,1,bulky m,M,E2-M1,N,0
E2,100_BTCF.IMG_0010.AVI,N ,2025-02-22 20:56:52,E2_EVENT6,N,D,E2,1,bulky m,M,E2-M1,N,0
E2,100_BTCF.IMG_0015.AVI,N ,2025-02-27 23:08:06,E2_EVENT7,N,D,E2,1,bulky f,F,E2-F1,N,1
E2,100_BTCF.IMG_0019.AVI,A ,2025-02-27 23:08:06,E2_EVENT7,A,D,E2,1,bulky f,F,E2-F1,N,2
E2,100_BTCF.IMG_0025.AVI,A ,2025-02-28 17:14:38,E2_EVENT8,A,L,E2,2,,"F, M","E2-F1, E2-M1",N,0
E2,100_BTCF.IMG_0019.AVI,N ,2025-02-28 20:00:16,E2_EVENT9,N,D,E2,1,,U,E2-U1,N,0
E2,100_BTCF.IMG_0027.AVI,A ,2025-03-05 04:08:48,E2_EVENT10,A,D,E2,1,,U,E2-U1,N,0
E2,100_BTCF.IMG_0032.AVI,A ,2025-03-07 08:00:44,E2_EVENT11,A,L,E2,1,bulky f,F,E2-F1,N,2
E2,100_BTCF.IMG_0022.AVI,N ,2025-03-07 08:00:58,E2_EVENT11,N,L,E2,1,bulky f,F,E2-F1,N,1
E2,100_BTCF.IMG_0033.AVI,A ,2025-03-08 23:56:00,E2_EVENT12,A,D,E2,2,"bulky f, bulky m","F, M","E2-F1, E2-M1",N,0
E2,100_BTCF.IMG_0034.AVI,A ,2025-03-09 00:02:18,E2_EVENT12,A,D,E2,2,"bulky f, bulky m","F, M","E2-F1, E2-M1",N,0
E2,100_BTCF.IMG_0026.AVI,N ,2025-03-21 22:35:00,E2_EVENT13,N,D,E2,1,,U,E2-U3,N,0
E2,100_BTCF.IMG_0042.AVI,A ,2025-03-23 07:51:00,E2_EVENT14,A,L,E2,1,bulky f,F,E2-F1,N,2
E2,100_BTCF.IMG_0031.AVI,N ,2025-03-23 07:51:06,E2_EVENT14,N,L,E2,1,bulky f,F,E2-F1,N,1
E2,100_BTCF.IMG_0043.AVI,A ,2025-03-23 08:30:24,E2_EVENT15,A,L,E2,1,bulky m,M,E2-M1,N,2
E2,100_BTCF.IMG_0032.AVI,N ,2025-03-23 08:30:30,E2_EVENT15,N,L,E2,1,bulky m,M,E2-M1,N,1
E2,100_BTCF.IMG_0051.AVI,A ,2025-03-29 23:42:56,E2_EVENT16,A,D,E2,1,,U,E2-U3,N,0
E2,100_BTCF.IMG_0075.AVI,A ,2025-04-14 11:19:34,E2_EVENT17,A,L,E2,1,scruffy SM,SM,E2-SM1,subtle tail mange or scruff,0
E2,100_BTCF.IMG_0076.AVI,A ,2025-04-14 20:34:18,E2_EVENT18,A,D,E2,1,scruffy SM,SM,E2-SM1,subtle tail mange or scruff,0
E2,100_BTCF.IMG_0077.AVI,A ,2025-04-15 04:07:40,E2_EVENT19,A,D,E2,1,scruffy SM,SM,E2-SM1,subtle tail mange or scruff,0
E2,100_BTCF.IMG_0080.AVI,A ,2025-04-16 01:56:04,E2_EVENT20,A,D,E2,1,scruffy SM,SM,E2-SM1,subtle tail mange or scruff,0
E2,100_BTCF.IMG_0081.AVI,A ,2025-04-16 02:43:48,E2_EVENT21,A,D,E2,1,scruffy SM,SM,E2-SM1,subtle tail mange or scruff,0
E2,100_BTCF.IMG_0082.AVI,A ,2025-04-16 02:44:08,E2_EVENT21,A,D,E2,1,scruffy SM,SM,E2-SM1,subtle tail mange or scruff,0
E2,100_BTCF.IMG_0083.AVI,A ,2025-04-17 22:43:18,E2_EVENT22,A,D,E2,1,scruffy SM,SM,E2-SM1,subtle tail mange or scruff,0
