RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
E11,E11A.IMG_0024.AVI,, 2024-03-17 03:45:28,false,E11_EVENT1,A,D,E11,1,,SM,E11-SM1,N,0,
E11,E11A.IMG_0025.AVI,, 2024-03-17 03:45:52,false,E11_EVENT1,A,D,E11,1,,SM,E11-SM1,N,0,
E11,E11A.IMG_0026.AVI,, 2024-03-17 07:25:20,false,E11_EVENT2,A,L,E11,1,,Unk,E11-U1,N,0,
E11,E11N.IMG_0020.AVI,, 2024-03-19 13:29:46,false,E11_EVENT3,W,L,E11,1,,Unk,E11-U2,N,0,
E11,E11A.IMG_0028.AVI,, 2024-03-21 02:58:30,false,E11_EVENT4,A,D,E11,1,,M,E11-M1,N,0,
E11,E11N.IMG_0028.AVI,, 2024-03-22 06:27:58,false,E11_EVENT5,W,L,E11,1,,Unk,E11-U3,wispy tail,0,
E11,E11A.IMG_0050.AVI,, 2024-03-22 17:52:28,false,E11_EVENT6,A,L,E11,1,,F,E11-F1,wispy tail,0,
E11,E11A.IMG_0052.AVI,, 2024-03-22 21:31:28,false,E11_EVENT7,A,D,E11,1,,M,E11-M2,N,0,
E11,E11A.IMG_0053.AVI,, 2024-03-22 22:24:32,false,E11_EVENT8,A,D,E11,4,,F + F + M + M,E11-F1 + E11-F2 + E11-M2 + E11_M3,"wispy tail, N",0,
E11,E11A.IMG_0054.AVI,, 2024-03-22 22:24:58,false,E11_EVENT8,A,D,E11,4,,F + F + M + M,E11-F1 + E11-F2 + E11-M2 + E11_M3,"wispy tail, N",0,
E11,E11A.IMG_0055.AVI,, 2024-03-22 22:25:20,false,E11_EVENT8,A,D,E11,4,,F + F + M + M,E11-F1 + E11-F2 + E11-M2 + E11_M3,"wispy tail, N",0,
E11,E11N.IMG_0029.AVI,, 2024-03-23 04:05:58,false,E11_EVENT9,W,D,E11,1,,F,E11-F2,N,0,
E11,E11N.IMG_0030.AVI,, 2024-03-23 04:19:30,false,E11_EVENT10,W,D,E11,1,,M,E11-M2,N,0,
E11,E11A.IMG_0059.AVI,, 2024-03-26 20:56:36,false,E11_EVENT11,A,D,E11,1,,M,E11-M2,N,1,
E11,E11N.IMG_0037.AVI,, 2024-03-26 20:56:38,false,E11_EVENT11,W,D,E11,1,,M,E11-M2,N,2,
E11,E11A.IMG_0065.AVI,, 2024-03-29 17:52:26,false,E11_EVENT12,A,L,E11,1,,M,E11-M3,N,0,
E11,E11A.IMG_0066.AVI,, 2024-03-30 04:10:26,false,E11_EVENT13,A,D,E11,1,,Unk,E11-U3,wispy tail,0,
E11,E11A.IMG_0067.AVI,, 2024-04-01 05:10:40,false,E11_EVENT14,A,D,E11,1,,M,E11-M4,N,0,
