RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
NW2,NW2A.IMG_0005.MP4,, 2024-03-04 16:32:01,false,NW2_EVENT1,A,L,NW2,1,,M,NW2-M1,N,0,
NW2,NW2A.IMG_0006.MP4,, 2024-03-04 17:21:04,false,NW2_EVENT2,A,L,NW2,1,,M,NW2-M1,N,0,
NW2,NW2N.IMG_0008.MP4,, 2024-03-05 11:41:04,false,NW2_EVENT3,W,L,NW2,1,,F,NW2-F1,forehead female,1,
NW2,NW2N.IMG_0009.MP4,, 2024-03-05 11:41:26,false,NW2_EVENT3,W,L,NW2,1,,S,NW2-F1,forehead female,1,
NW2,NW2A.IMG_0008.MP4,, 2024-03-05 11:42:18,false,NW2_EVENT3,A,L,NW2,1,,F,NW2-F1,forehead female,1,
NW2,NW2A.IMG_0010.MP4,, 2024-03-05 13:06:03,false,NW2_EVENT4,A,L,NW2,1,,F,NW2-F1,forehead female,0,
NW2,NW2A.IMG_0011.MP4,, 2024-03-05 16:31:52,false,NW2_EVENT5,A,L,NW2,1,,F,NW2-F1,forehead female,0,
NW2,NW2A.IMG_0019.MP4,, 2024-03-06 22:56:42,false,NW2_EVENT6,A,D,NW2,2,,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,1,
NW2,NW2A.IMG_0020.MP4,, 2024-03-06 22:57:06,false,NW2_EVENT6,A,D,NW2,2,,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,1,
NW2,NW2N.IMG_0011.MP4,, 2024-03-06 22:57:52,false,NW2_EVENT6,W,D,NW2,2,,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,2,
NW2,NW2A.IMG_0021.MP4,, 2024-03-06 22:58:28,false,NW2_EVENT6,A,D,NW2,2,,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,1,
NW2,NW2N.IMG_0012.MP4,, 2024-03-06 22:59:06,false,NW2_EVENT6,W,D,NW2,2,,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,2,
NW2,NW2A.IMG_0022.MP4,, 2024-03-06 22:59:10,false,NW2_EVENT6,A,D,NW2,2,,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,1,
NW2,NW2N.IMG_0013.MP4,, 2024-03-06 22:59:28,false,NW2_EVENT6,W,D,NW2,2,,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,2,
NW2,NW2A.IMG_0039.MP4,, 2024-03-08 17:58:46,false,NW2_EVENT7,A,D,NW2,1,,Unk,NW2-U1,N,0,
NW2,NW2A.IMG_0040.MP4,, 2024-03-08 19:04:38,false,NW2_EVENT8,A,D,NW2,1,,Unk,NW2-U2,N,0,
NW2,NW2A.IMG_0048.MP4,, 2024-03-11 06:31:48,false,NW2_EVENT9,A,D,NW2,1,,M,NW2-M2,tufty male,1,
NW2,NW2N.IMG_0048.MP4,, 2024-03-11 06:31:48,false,NW2_EVENT9,W,D,NW2,1,,M,NW2-M2,tufty male,2,
NW2,NW2A.IMG_0053.MP4,, 2024-03-11 19:02:00,false,NW2_EVENT10,A,D,NW2,3,,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,
NW2,NW2A.IMG_0054.MP4,, 2024-03-11 19:02:38,false,NW2_EVENT10,A,D,NW2,3,,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,
NW2,NW2A.IMG_0055.MP4,, 2024-03-11 19:03:02,false,NW2_EVENT10,A,D,NW2,3,,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,
NW2,NW2A.IMG_0056.MP4,, 2024-03-11 19:03:25,false,NW2_EVENT10,A,D,NW2,3,,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,
NW2,NW2A.IMG_0057.MP4,, 2024-03-11 19:03:44,false,NW2_EVENT10,A,D,NW2,3,,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,
NW2,NW2A.IMG_0058.MP4,, 2024-03-11 19:04:08,false,NW2_EVENT10,A,D,NW2,3,,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,
NW2,NW2A.IMG_0059.MP4,, 2024-03-11 19:04:31,false,NW2_EVENT10,A,D,NW2,3,,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,
