RootFolder,File,RelativePath,DateTime,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence
NW3_Glenora,IMG_0011.MP4,NW3A ,2025-01-01 06:37:32,NW3_EVENT1,A,D,NW3,1,,U,NW3-U1,N,0
NW3_Glenora,IMG_0083.MP4,NW3A ,2025-01-04 05:02:38,NW3_EVENT2,A,D,NW3,1,fluffy M,M,NW3-M1,N,1
NW3_Glenora,100_BTCF.IMG_0017.MP4,NW3N ,2025-01-04 05:02:41,NW3_EVENT2,N,D,NW3,1,fluffy M,M,NW3-M1,N,2
NW3_Glenora,IMG_0084.MP4,NW3A ,2025-01-04 05:03:00,NW3_EVENT2,A,D,NW3,1,fluffy M,M,NW3-M1,N,1
NW3_Glenora,100_BTCF.IMG_0018.MP4,NW3N ,2025-01-04 05:03:04,NW3_EVENT2,N,D,NW3,1,fluffy M,M,NW3-M1,N,2
NW3_Glenora,IMG_0085.MP4,NW3A ,2025-01-04 05:03:23,NW3_EVENT2,A,D,NW3,1,fluffy M,M,NW3-M1,N,1
NW3_Glenora,100_BTCF.IMG_0019.MP4,NW3N ,2025-01-04 05:03:36,NW3_EVENT2,N,D,NW3,1,fluffy M,M,NW3-M1,N,2
NW3_Glenora,IMG_0086.MP4,NW3A ,2025-01-04 05:03:42,NW3_EVENT2,A,D,NW3,1,fluffy M,M,NW3-M1,N,1
NW3_Glenora,100_BTCF.IMG_0020.MP4,NW3N ,2025-01-04 05:04:06,NW3_EVENT2,N,D,NW3,1,fluffy M,M,NW3-M1,N,2
NW3_Glenora,IMG_0087.MP4,NW3A ,2025-01-04 05:04:06,NW3_EVENT2,A,D,NW3,1,fluffy M,M,NW3-M1,N,1
NW3_Glenora,IMG_0118.MP4,NW3A ,2025-01-04 19:33:00,NW3_EVENT3,A,D,NW3,1,fluffy M,M,NW3-M1,N,1
NW3_Glenora,100_BTCF.IMG_0022.MP4,NW3N ,2025-01-04 19:33:08,NW3_EVENT3,N,D,NW3,1,fluffy M,M,NW3-M1,N,2
NW3_Glenora,100_BTCF.IMG_0028.MP4,NW3N ,2025-01-07 20:07:22,NW3_EVENT4,N,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",1
NW3_Glenora,100_BTCF.IMG_0029.MP4,NW3N ,2025-01-07 20:08:22,NW3_EVENT4,N,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",1
NW3_Glenora,IMG_0155.MP4,NW3A ,2025-01-07 20:09:06,NW3_EVENT4,A,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",2
NW3_Glenora,IMG_0156.MP4,NW3A ,2025-01-07 20:09:28,NW3_EVENT4,A,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",2
NW3_Glenora,100_BTCF.IMG_0030.MP4,NW3N ,2025-01-07 20:09:32,NW3_EVENT4,N,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",1
NW3_Glenora,100_BTCF.IMG_0031.MP4,NW3N ,2025-01-07 20:10:02,NW3_EVENT4,N,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",1
NW3_Glenora,100_BTCF.IMG_0032.MP4,NW3N ,2025-01-07 20:10:52,NW3_EVENT4,N,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",1
NW3_Glenora,IMG_0159.MP4,NW3A ,2025-01-07 20:10:58,NW3_EVENT4,A,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",2
NW3_Glenora,IMG_0160.MP4,NW3A ,2025-01-07 20:11:20,NW3_EVENT4,A,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",2
NW3_Glenora,100_BTCF.IMG_0033.MP4,NW3N ,2025-01-07 20:11:22,NW3_EVENT4,N,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",1
NW3_Glenora,100_BTCF.IMG_0034.MP4,NW3N ,2025-01-07 20:11:48,NW3_EVENT4,N,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",1
NW3_Glenora,100_BTCF.IMG_0035.MP4,NW3N ,2025-01-07 20:12:08,NW3_EVENT4,N,D,NW3,2,"fluffy M, back mange F","F, M","NW3-F1, NW3-M1","back mange, N",1
