RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
SW2,SW2N.IMG_0004.MP4,, 2024-03-06 15:39:46,false,SW2_EVENT1,W,L,SW2,1,,SF,SW2-SF1,N,0,
SW2,SW2N.IMG_0005.MP4,, 2024-03-06 15:49:42,false,SW2_EVENT2,W,L,SW2,1,,SF,SW2-SF1,N,0,
SW2,SW2A.IMG_0076.MP4,, 2024-03-20 03:05:36,false,SW2_EVENT3,A,D,SW2,1,,SF,SW2-SF1,N,0,
SW2,SW2A.IMG_0078.MP4,, 2024-03-20 23:10:32,false,SW2_EVENT4,A,D,SW2,1,,Unk,SW2-U1,N,0,
SW2,SW2N.IMG_0059.MP4,, 2024-03-22 10:22:02,false,SW2_EVENT5,W,L,SW2,1,,F,SW2-F1,N,1,
SW2,SW2N.IMG_0060.MP4,, 2024-03-22 10:22:22,false,SW2_EVENT5,W,L,SW2,1,,F,SW2-F1,N,1,
SW2,SW2A.IMG_0079.MP4,, 2024-03-22 10:23:30,false,SW2_EVENT5,A,L,SW2,1,,F,SW2-F1,N,2,
SW2,SW2A.IMG_0080.MP4,, 2024-03-22 10:23:52,false,SW2_EVENT5,A,L,SW2,1,,F,SW2-F1,N,2,
SW2,SW2N.IMG_0069.MP4,, 2024-03-26 00:17:02,false,SW2_EVENT6,W,D,SW2,1,,M,SW2-M1,scruffy neck,1,
SW2,SW2A.IMG_0087.MP4,, 2024-03-26 00:17:18,false,SW2_EVENT6,A,D,SW2,1,,M,SW2-M1,scruffy neck,2,
SW2,SW2N.IMG_0095.MP4,, 2024-03-27 20:20:08,false,SW2_EVENT7,W,D,SW2,1,,Unk,SW2-U2,N,0,
SW2,SW2N.IMG_0096.MP4,, 2024-03-29 02:09:24,false,SW2_EVENT8,W,D,SW2,2,,F + M,SW2-F1 + SW2-M1,N,0,
SW2,SW2N.IMG_0102.MP4,, 2024-03-30 05:38:52,false,SW2_EVENT9,W,D,SW2,1,,Unk,SW2-U2,N,0,
