RootFolder,File,RelativePath,DateTime,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence
NE7_Crystallina,100_BTCF.IMG_0064.MP4,NE7N ,2025-03-12 21:06:08,NE7_EVENT1,N,D,NE7,1,tall sleek,F,NE7-F1,N,
NE7_Crystallina,100_BTCF.IMG_0068.MP4,NE7A ,2025-03-14 10:59:02,NE7_EVENT2,A,L,NE7,1,tall sleek,F,NE7-F1,N,0
NE7_Crystallina,100_BTCF.IMG_0065.MP4,NE7N ,2025-03-15 21:29:26,NE7_EVENT3,N,D,NE7,1,tall sleek,F,NE7-F1,N,0
NE7_Crystallina,100_BTCF.IMG_0079.MP4,NE7A ,2025-03-16 15:35:38,NE7_EVENT4,A,L,NE7,1,tall sleek,F,NE7-F1,N,0
NE7_Crystallina,100_BTCF.IMG_0079.MP4,NE7N ,2025-03-20 00:13:48,NE7_EVENT5,N,D,NE7,1,tall sleek,F,NE7-F1,N,1
NE7_Crystallina,100_BTCF.IMG_0092.MP4,NE7A ,2025-03-20 00:13:48,NE7_EVENT5,A,D,NE7,1,tall sleek,F,NE7-F1,N,2
NE7_Crystallina,100_BTCF.IMG_0093.MP4,NE7A ,2025-03-20 00:14:10,NE7_EVENT5,A,D,NE7,1,tall sleek,F,NE7-F1,N,2
NE7_Crystallina,100_BTCF.IMG_0082.MP4,NE7N ,2025-03-21 06:59:04,NE7_EVENT6,N,L,NE7,1,tall sleek,F,NE7-F1,N,1
NE7_Crystallina,100_BTCF.IMG_0099.MP4,NE7A ,2025-03-21 06:59:36,NE7_EVENT6,A,L,NE7,1,tall sleek,F,NE7-F1,N,2
NE7_Crystallina,100_BTCF.IMG_0124.MP4,NE7A ,2025-03-27 06:48:34,NE7_EVENT7,A,L,NE7,1,tall sleek,F,NE7-F1,N,0
NE7_Crystallina,100_BTCF.IMG_0148.MP4,NE7A ,2025-03-30 21:06:18,NE7_EVENT8,A,D,NE7,1,tall sleek,F,NE7-F1,N,0
NE7_Crystallina,100_BTCF.IMG_0150.MP4,NE7A ,2025-04-01 01:09:38,NE7_EVENT9,A,D,NE7,1,tall sleek,F,NE7-F1,N,0
NE7_Crystallina,100_BTCF.IMG_0164.MP4,NE7A ,2025-04-05 10:54:20,NE7_EVENT10,A,L,NE7,1,tall sleek,F,NE7-F1,N,0
