RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
NE1,NE1N.IMG_0011.MP4,, 2024-02-06 06:07:37,false,NE1_EVENT1,W,D,NE1,1,,F,NE1-F1,mangey,1,
NE1,NE1N.IMG_0012.MP4,, 2024-02-06 06:07:58,false,NE1_EVENT1,W,D,NE1,1,,F,NE1-F1,mangey,1,
NE1,NE1N.IMG_0013.MP4,, 2024-02-06 06:08:22,false,NE1_EVENT1,W,D,NE1,1,,F,NE1-F1,mangey,1,
NE1,NE1N.IMG_0014.MP4,, 2024-02-06 06:08:42,false,NE1_EVENT1,W,D,NE1,1,,F,NE1-F1,mangey,1,
NE1,NE1N.IMG_0015.MP4,, 2024-02-06 06:09:08,false,NE1_EVENT1,W,D,NE1,1,,F,NE1-F1,mangey,1,
NE1,NE1N.IMG_0016.MP4,, 2024-02-06 06:09:30,false,NE1_EVENT1,W,D,NE1,1,,F,NE1-F1,mangey,1,
NE1,NE1A.IMG_0008.MP4,, 2024-02-06 06:10:24,false,NE1_EVENT1,A,D,NE1,1,,F,NE1-F1,mangey,2,
NE1,NE1A.IMG_0009.MP4,, 2024-02-06 06:10:48,false,NE1_EVENT1,A,D,NE1,1,,F,NE1-F1,mangey,2,
NE1,NE1A.IMG_0010.MP4,, 2024-02-06 09:32:06,false,NE1_EVENT2,A,L,NE1,1,,F,NE1-F1,mangey,0,
NE1,NE1A.IMG_0023.MP4,, 2024-02-10 21:07:04,false,NE1_EVENT3,A,D,NE1,1,,F,NE1-F1,mangey,0,
NE1,NE1A.IMG_0024.MP4,, 2024-02-10 21:07:28,false,NE1_EVENT3,A,D,NE1,1,,F,NE1-F1,mangey,0,
NE1,NE1N.IMG_0115.MP4,, 2024-02-16 20:27:06,false,NE1_EVENT4,W,D,NE1,1,,SF,NE1-SF1,limp,1,
NE1,NE1A.IMG_0054.MP4,, 2024-02-16 20:27:22,false,NE1_EVENT4,A,D,NE1,1,,SF,NE1-SF1,limp,2,
NE1,NE1N.IMG_0116.MP4,, 2024-02-16 20:27:26,false,NE1_EVENT4,W,D,NE1,1,,SF,NE1-SF1,limp,1,
NE1,NE1A.second_round.IMG_0002.MP4,, 2024-02-19 12:49:44,false,NE1_EVENT5,A,L,NE1,1,,M,NE1-M1,N,0,
NE1,NE1N.second_round.IMG_0019.MP4,, 2024-02-21 03:59:41,false,NE1_EVENT6,W,D,NE1,1,,F,NE1-F1,mangey,0,
NE1,NE1A.second_round.IMG_0013.MP4,, 2024-02-22 08:18:30,false,NE1_EVENT7,A,L,NE1,1,,F,NE1-F1,mangey,0,
NE1,NE1N.second_round.IMG_0036.MP4,, 2024-02-23 03:22:28,false,NE1_EVENT8,W,D,NE1,1,,F,NE1-F1,mangey,1,
NE1,NE1N.second_round.IMG_0037.MP4,, 2024-02-23 03:22:48,false,NE1_EVENT8,W,D,NE1,1,,F,NE1-F1,mangey,1,
NE1,NE1A.second_round.IMG_0023.MP4,, 2024-02-23 03:23:42,false,NE1_EVENT8,A,D,NE1,1,,F,NE1-F1,mangey,2,
NE1,NE1A.second_round.IMG_0040.MP4,, 2024-02-28 05:31:24,false,NE1_EVENT9,A,D,NE1,1,,F,NE1-F1,mangey,0,
