RootFolder,File,RelativePath,DateTime,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence
SW6_Falconer,100_BTCF.IMG_0007.MP4,SW6N ,2025-01-03 10:38:34,SW6_EVENT1,N,L,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0006.MP4,SW6A ,2025-01-03 18:36:54,SW6_EVENT2,A,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0008.MP4,SW6N ,2025-01-03 19:02:16,SW6_EVENT3,N,D,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
SW6_Falconer,100_BTCF.IMG_0009.MP4,SW6N ,2025-01-03 19:02:52,SW6_EVENT3,N,D,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
SW6_Falconer,100_BTCF.IMG_0035.MP4,SW6A ,2025-01-05 06:40:14,SW6_EVENT4,A,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0016.MP4,SW6N ,2025-01-05 16:36:02,SW6_EVENT5,N,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,1
SW6_Falconer,100_BTCF.IMG_0017.MP4,SW6N ,2025-01-05 16:36:42,SW6_EVENT5,N,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,1
SW6_Falconer,100_BTCF.IMG_0018.MP4,SW6N ,2025-01-05 16:37:04,SW6_EVENT5,N,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,1
SW6_Falconer,100_BTCF.IMG_0019.MP4,SW6N ,2025-01-05 16:37:26,SW6_EVENT5,N,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,1
SW6_Falconer,100_BTCF.IMG_0036.MP4,SW6A ,2025-01-05 16:37:50,SW6_EVENT5,A,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,2
SW6_Falconer,100_BTCF.IMG_0037.MP4,SW6A ,2025-01-05 16:38:12,SW6_EVENT5,A,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,2
SW6_Falconer,100_BTCF.IMG_0020.MP4,SW6N ,2025-01-05 16:51:36,SW6_EVENT6,N,D,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
SW6_Falconer,100_BTCF.IMG_0021.MP4,SW6N ,2025-01-05 16:51:58,SW6_EVENT6,N,D,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
SW6_Falconer,100_BTCF.IMG_0038.MP4,SW6A ,2025-01-05 20:58:07,SW6_EVENT7,A,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0048.MP4,SW6A ,2025-01-07 06:51:24,SW6_EVENT8,A,D,SW6,1,,U,SW6-U2,N,0
SW6_Falconer,100_BTCF.IMG_0055.MP4,SW6A ,2025-01-07 20:08:24,SW6_EVENT9,A,D,SW6,1,,U,SW6-U2,N,0
SW6_Falconer,100_BTCF.IMG_0029.MP4,SW6N ,2025-01-07 23:05:06,SW6_EVENT10,N,D,SW6,1,slender female,F,SW6-F1,N,0
SW6_Falconer,100_BTCF.IMG_0062.MP4,SW6A ,2025-01-10 06:52:12,SW6_EVENT11,A,D,SW6,1,slender female,F,SW6-F1,N,1
SW6_Falconer,100_BTCF.IMG_0030.MP4,SW6N ,2025-01-10 06:52:42,SW6_EVENT11,N,D,SW6,1,slender female,F,SW6-F1,N,2
SW6_Falconer,100_BTCF.IMG_0063.MP4,SW6A ,2025-01-10 06:53:12,SW6_EVENT11,A,D,SW6,1,slender female,F,SW6-F1,N,1
SW6_Falconer,100_BTCF.IMG_0064.MP4,SW6A ,2025-01-10 11:16:00,SW6_EVENT12,A,L,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0072.MP4,SW6A ,2025-01-11 20:36:06,SW6_EVENT13,A,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0041.MP4,SW6N ,2025-01-14 14:07:00,SW6_EVENT14,N,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
SW6_Falconer,100_BTCF.IMG_0042.MP4,SW6N ,2025-01-14 14:09:34,SW6_EVENT14,N,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
SW6_Falconer,100_BTCF.IMG_0043.MP4,SW6N ,2025-01-14 14:09:58,SW6_EVENT14,N,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
SW6_Falconer,100_BTCF.IMG_0044.MP4,SW6N ,2025-01-14 14:10:18,SW6_EVENT14,N,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
SW6_Falconer,100_BTCF.IMG_0085.MP4,SW6A ,2025-01-14 14:48:56,SW6_EVENT15,A,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,1
SW6_Falconer,100_BTCF.IMG_0045.MP4,SW6N ,2025-01-14 14:51:18,SW6_EVENT15,N,L,SW6,1,wispy tail,SF,SW6-SF1,light mange,2
SW6_Falconer,100_BTCF.IMG_0046.MP4,SW6N ,2025-01-14 17:17:46,SW6_EVENT16,N,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0118.MP4,SW6A ,2025-01-15 19:36:18,SW6_EVENT17,A,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0061.MP4,SW6N ,2025-01-18 14:50:16,SW6_EVENT18,N,L,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0062.MP4,SW6N ,2025-01-20 12:42:36,SW6_EVENT19,N,L,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0063.MP4,SW6N ,2025-01-20 12:43:00,SW6_EVENT19,N,L,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0064.MP4,SW6N ,2025-01-20 12:43:26,SW6_EVENT19,N,L,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0072.MP4,SW6N ,2025-01-23 09:52:10,SW6_EVENT20,N,L,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0080.MP4,SW6N ,2025-01-29 05:01:44,SW6_EVENT21,N,D,SW6,1,slender female,F,SW6-F1,N,0
SW6_Falconer,100_BTCF.IMG_0081.MP4,SW6N ,2025-01-29 05:02:10,SW6_EVENT21,N,D,SW6,1,slender female,F,SW6-F1,N,0
SW6_Falconer,100_BTCF.IMG_0082.MP4,SW6N ,2025-01-29 05:02:30,SW6_EVENT21,N,D,SW6,1,slender female,F,SW6-F1,N,0
SW6_Falconer,100_BTCF.IMG_0083.MP4,SW6N ,2025-01-29 05:07:58,SW6_EVENT21,N,D,SW6,1,slender female,F,SW6-F1,N,0
SW6_Falconer,100_BTCF.IMG_0084.MP4,SW6N ,2025-01-29 08:10:28,SW6_EVENT22,N,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0085.MP4,SW6N ,2025-01-29 08:10:51,SW6_EVENT22,N,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0086.MP4,SW6N ,2025-01-29 12:14:58,SW6_EVENT23,N,L,SW6,1,slender female,F,SW6-F1,N,0
SW6_Falconer,100_BTCF.IMG_0274.MP4,SW6A ,2025-02-02 00:58:54,SW6_EVENT24,A,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0275.MP4,SW6A ,2025-02-03 12:53:26,SW6_EVENT25,A,L,SW6,2,"wispy tail, perfect male","SF, M","SW6-SF1, SW6-M1","light mange, N",0
SW6_Falconer,100_BTCF.IMG_0276.MP4,SW6A ,2025-02-03 12:54:25,SW6_EVENT25,A,L,SW6,2,"wispy tail, perfect male","SF, M","SW6-SF1, SW6-M1","light mange, N",0
SW6_Falconer,100_BTCF.IMG_0290.MP4,SW6A ,2025-02-05 21:28:44,SW6_EVENT26,A,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0297.MP4,SW6A ,2025-02-06 17:30:18,SW6_EVENT27,A,L,SW6,1,bald butt,U,SW6-U1,mangey butt,0
SW6_Falconer,100_BTCF.IMG_0298.MP4,SW6A ,2025-02-06 20:19:32,SW6_EVENT28,A,D,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0325.MP4,SW6A ,2025-02-12 00:39:02,SW6_EVENT29,A,D,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
SW6_Falconer,100_BTCF.IMG_0327.MP4,SW6A ,2025-02-12 13:10:18,SW6_EVENT30,A,L,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0329.MP4,SW6A ,2025-02-13 17:45:48,SW6_EVENT31,A,L,SW6,1,perfect male,M,SW6-M1,N,0
SW6_Falconer,100_BTCF.IMG_0330.MP4,SW6A ,2025-02-13 18:02:36,SW6_EVENT32,A,D,SW6,1,wispy tail,SF,SW6-SF1,light mange,0
