RootFolder,File,RelativePath,DateTime,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence
SE9_Pollard,Batch1.IMG_0023.MP4,SE9A ,2025-02-23 23:55:48,SE9_EVENT1,A,D,SE9,1,fluffy SM,SM,SE9-SM1,N,1
SE9_Pollard,100_BTCF.IMG_0017.MP4,SE9N ,2025-02-23 23:56:18,SE9_EVENT1,N,D,SE9,1,fluffy SM,SM,SE9-SM1,N,2
SE9_Pollard,100_BTCF.IMG_0018.MP4,SE9N ,2025-02-23 23:57:26,SE9_EVENT1,N,D,SE9,1,fluffy SM,SM,SE9-SM1,N,2
SE9_Pollard,Batch1.IMG_0031.MP4,SE9A ,2025-02-25 01:34:10,SE9_EVENT2,A,D,SE9,1,mangey SF,SF,SE9-SF1,mange,1
SE9_Pollard,Batch1.IMG_0032.MP4,SE9A ,2025-02-25 01:37:50,SE9_EVENT2,A,D,SE9,1,mangey SF,SF,SE9-SF1,mange,1
SE9_Pollard,Batch1.IMG_0033.MP4,SE9A ,2025-02-25 01:38:12,SE9_EVENT2,A,D,SE9,1,mangey SF,SF,SE9-SF1,mange,1
SE9_Pollard,100_BTCF.IMG_0024.MP4,SE9N ,2025-02-25 01:39:24,SE9_EVENT2,N,D,SE9,1,mangey SF,SF,SE9-SF1,mange,2
SE9_Pollard,100_BTCF.IMG_0122.MP4,SE9N ,2025-03-10 02:47:44,SE9_EVENT3,N,D,SE9,1,fluffy SM,SM,SE9-SM1,N,0
SE9_Pollard,100_BTCF.IMG_0217.MP4,SE9N ,2025-03-22 01:04:40,SE9_EVENT4,N,D,SE9,1,fluffy SM,SM,SE9-SM1,N,0
SE9_Pollard,100_BTCF.IMG_0235.MP4,SE9N ,2025-03-25 14:15:00,SE9_EVENT5,N,D,SE9,1,slender rough coat,SM,SE9-SM2,rough coat,0
