Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Unique_ID,PuzzleType,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,walking,Locomotion,,STATE,15.267,16.100,0.833,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,916,966,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,still,Locomotion,,STATE,16.100,20.250,4.150,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,966,0,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,not oriented,Vigilance,,STATE,20.017,21.350,1.333,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,1201,66,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,trotting,Locomotion,,STATE,20.250,21.350,1.100,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0,66,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,out of view,Not defined,,STATE,21.350,40.483,19.133,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,66,1214,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,out of view,Not defined,,STATE,0.000,1.250,1.250,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0,75,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,walking,Locomotion,,STATE,1.250,4.150,2.900,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,75,249,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,not oriented,Vigilance,,STATE,1.250,6.600,5.350,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,75,396,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,in view,Not defined,far more than 1 body length,STATE,1.250,7.717,6.467,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,75,463,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,still,Locomotion,,STATE,4.150,6.450,2.300,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,249,387,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,walking,Locomotion,,STATE,6.450,6.900,0.450,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,387,414,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,oriented,Vigilance,puzzle,STATE,6.600,6.850,0.250,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,396,411,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,not oriented,Vigilance,,STATE,6.850,7.717,0.867,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,411,463,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,lope or gallop,Locomotion,,STATE,6.900,7.717,0.817,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,414,463,,,,
E10_EVENT2A,2025-05-27 20:49:08.992,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,0.0,20.241,20.250,60.000,E10_EVENT2,a,E10-U2,33.175,out of view,Not defined,,STATE,7.717,20.241,12.524,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10A/100_BTCF.IMG_0027.MP4,463,1214,,,,
E12_EVENT1N,2025-05-27 20:50:48.651,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,0.0,20.020,20.000,28.000,E12_EVENT1, w,E12-U1,20.662,lope or gallop,Locomotion,,STATE,0.000,0.321,0.321,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,0,9,,,,
E12_EVENT1N,2025-05-27 20:50:48.651,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,0.0,20.020,20.000,28.000,E12_EVENT1, w,E12-U1,20.662,oriented,Vigilance,puzzle,STATE,0.000,0.107,0.107,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,0,3,,,,
E12_EVENT1N,2025-05-27 20:50:48.651,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,0.0,20.020,20.000,28.000,E12_EVENT1, w,E12-U1,20.662,in view,Not defined,far more than 1 body length,STATE,0.000,0.321,0.321,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,0,9,,,,
E12_EVENT1N,2025-05-27 20:50:48.651,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,0.0,20.020,20.000,28.000,E12_EVENT1, w,E12-U1,20.662,not oriented,Vigilance,,STATE,0.107,0.321,0.214,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,3,9,,,,
E12_EVENT1N,2025-05-27 20:50:48.651,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,0.0,20.020,20.000,28.000,E12_EVENT1, w,E12-U1,20.662,out of view,Not defined,,STATE,0.321,20.020,19.699,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E12/E12N/Batch1.IMG_0004.AVI,9,560,,,,
E13_EVENT1N,2025-05-27 20:54:42.579,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0062.AVI,0.0,19.980,20.000,28.000,E13_EVENT1, w,E13-U1,33.694,trotting,Locomotion,,STATE,0.000,6.857,6.857,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0062.AVI,0,192,,,,
E13_EVENT1N,2025-05-27 20:54:42.579,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0062.AVI,0.0,19.980,20.000,28.000,E13_EVENT1, w,E13-U1,33.694,not oriented,Vigilance,,STATE,0.000,6.857,6.857,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0062.AVI,0,192,,,,
E13_EVENT1N,2025-05-27 20:54:42.579,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0062.AVI,0.0,19.980,20.000,28.000,E13_EVENT1, w,E13-U1,33.694,in view,Not defined,far more than 1 body length,STATE,0.000,6.857,6.857,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0062.AVI,0,192,,,,
E13_EVENT1N,2025-05-27 20:54:42.579,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0062.AVI,0.0,19.980,20.000,28.000,E13_EVENT1, w,E13-U1,33.694,out of view,Not defined,,STATE,6.857,19.980,13.123,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0062.AVI,192,559,,,,
E13_EVENT2A,2025-05-27 20:53:29.917,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0.0,19.980,20.000,28.000,E13_EVENT2,a,E13-SM1,26.658,trotting,Locomotion,,STATE,0.000,0.857,0.857,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0,24,,,,
E13_EVENT2A,2025-05-27 20:53:29.917,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0.0,19.980,20.000,28.000,E13_EVENT2,a,E13-SM1,26.658,not oriented,Vigilance,,STATE,0.000,0.964,0.964,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0,27,,,,
E13_EVENT2A,2025-05-27 20:53:29.917,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0.0,19.980,20.000,28.000,E13_EVENT2,a,E13-SM1,26.658,in view,Not defined,close less than 1 body length,STATE,0.000,0.821,0.821,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0,23,,,,
E13_EVENT2A,2025-05-27 20:53:29.917,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0.0,19.980,20.000,28.000,E13_EVENT2,a,E13-SM1,26.658,still,Locomotion,,STATE,0.857,1.464,0.607,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,24,41,,,,
E13_EVENT2A,2025-05-27 20:53:29.917,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0.0,19.980,20.000,28.000,E13_EVENT2,a,E13-SM1,26.658,in view,Not defined,far more than 1 body length,STATE,0.857,3.357,2.500,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,24,94,,,,
E13_EVENT2A,2025-05-27 20:53:29.917,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0.0,19.980,20.000,28.000,E13_EVENT2,a,E13-SM1,26.658,oriented,Vigilance,puzzle,STATE,0.964,2.571,1.607,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,27,72,,,,
E13_EVENT2A,2025-05-27 20:53:29.917,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0.0,19.980,20.000,28.000,E13_EVENT2,a,E13-SM1,26.658,lope or gallop,Locomotion,,STATE,1.464,3.357,1.893,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,41,94,,,,
E13_EVENT2A,2025-05-27 20:53:29.917,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0.0,19.980,20.000,28.000,E13_EVENT2,a,E13-SM1,26.658,not oriented,Vigilance,,STATE,2.571,3.357,0.786,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,72,94,,,,
E13_EVENT2A,2025-05-27 20:53:29.917,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,0.0,19.980,20.000,28.000,E13_EVENT2,a,E13-SM1,26.658,out of view,Not defined,,STATE,3.357,19.980,16.623,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13A/100_BTCF.IMG_0099.AVI,94,559,,,,
E13_EVENT2N,2025-05-27 20:55:27.405,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0125.AVI,0.0,19.980,20.000,28.000,E13_EVENT2, w,E13-SM1,24.408,still,Locomotion,,STATE,0.000,0.143,0.143,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E13/E13N/Batch1.IMG_0125.AVI,0,4,,,,
