Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Unique_ID,PuzzleType,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,still,Locomotion,,STATE,0.000,11.817,11.817,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,0,709,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,not oriented,Vigilance,,STATE,0.000,1.000,1.000,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,0,60,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,in view,Not defined,far more than 1 body length,STATE,0.000,21.350,21.350,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,0,66,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,oriented,Vigilance,puzzle,STATE,1.000,3.917,2.917,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,60,235,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,not oriented,Vigilance,,STATE,3.917,8.950,5.033,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,235,537,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,oriented,Vigilance,puzzle,STATE,8.950,10.433,1.483,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,537,626,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,not oriented,Vigilance,,STATE,10.433,13.533,3.100,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,626,812,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,walking,Locomotion,,STATE,11.817,14.067,2.250,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,709,844,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,oriented,Vigilance,puzzle,STATE,13.533,20.017,6.484,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,812,1201,,,,
E10_EVENT1N,2025-05-27 20:49:33.327,,Media file,player #1:C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4;C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0041.MP4,0.0,40.483,20.250;20.250,60.000;60.000,E10_EVENT1, w,E10-U1,83.183,still,Locomotion,,STATE,14.067,15.267,1.200,C:/Users/sager/OneDrive/Desktop/school/MSc/Survey Info/Recon_Maps/Cognition/Coyote_Vid/2025/E10/E10N/DCIM.100_BTCF.IMG_0040.MP4,844,916,,,,
