RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
NE5,NE5A.IMG_0004.MP4,, 2024-02-06 02:54:36,false,NE5_EVENT1,A,D,NE5,1,,F,NE5-F1,N,0,
NE5,NE5A.IMG_0005.MP4,, 2024-02-06 02:54:59,false,NE5_EVENT1,A,D,NE5,1,,F,NE5-F1,N,0,
NE5,NE5A.IMG_0006.MP4,, 2024-02-06 06:26:34,false,NE5_EVENT2,A,D,NE5,1,,Unk,NE5-U1,N,0,
NE5,NE5A.IMG_0007.MP4,, 2024-02-06 06:27:04,false,NE5_EVENT2,A,D,NE5,1,,Unk,NE5-U1,N,0,
NE5,NE5A.IMG_0008.MP4,, 2024-02-06 06:53:30,false,NE5_EVENT3,A,D,NE5,2,,F + U,NE5-F1 + NE5-U1,N,0,
NE5,NE5A.IMG_0009.MP4,, 2024-02-06 06:53:52,false,NE5_EVENT3,A,D,NE5,2,,F + U,NE5-F1 + NE5-U1,N,0,
NE5,NE5A.IMG_0010.MP4,, 2024-02-06 06:54:15,false,NE5_EVENT3,A,D,NE5,2,,F + U,NE5-F1 + NE5-U1,N,0,
NE5,NE5A.IMG_0011.MP4,, 2024-02-06 06:54:44,false,NE5_EVENT3,A,D,NE5,2,,F + U,NE5-F1 + NE5-U1,N,0,
NE5,NE5A.IMG_0012.MP4,, 2024-02-06 06:55:04,false,NE5_EVENT3,A,D,NE5,2,,F + U,NE5-F1 + NE5-U1,N,0,
NE5,NE5A.IMG_0014.MP4,, 2024-02-07 06:19:20,false,NE5_EVENT4,A,D,NE5,1,,U,NE5-U1,N,0,
NE5,NE5A.IMG_0015.MP4,, 2024-02-07 06:47:32,false,NE5_EVENT5,A,D,NE5,1,,M,NE5-M1,shaggy tail,0,
NE5,NE5A.IMG_0016.MP4,, 2024-02-07 13:28:32,false,NE5_EVENT6,A,L,NE5,1,,M,NE5-M1,shaggy tail,0,
NE5,NE5A.IMG_0017.MP4,, 2024-02-07 13:29:12,false,NE5_EVENT6,A,L,NE5,1,,M,NE5-M1,shaggy tail,0,
NE5,NE5A.IMG_0020.MP4,, 2024-02-08 12:08:14,false,NE5_EVENT7,A,L,NE5,1,,M,NE5-M1,shaggy tail,0,
NE5,NE5A.IMG_0021.MP4,, 2024-02-08 12:08:34,false,NE5_EVENT7,A,L,NE5,1,,M,NE5-M1,shaggy tail,0,
NE5,NE5A.IMG_0023.MP4,, 2024-02-08 12:59:30,false,NE5_EVENT8,A,L,NE5,1,,SF,NE5-SF1,N,0,
NE5,NE5A.IMG_0024.MP4,, 2024-02-08 12:59:52,false,NE5_EVENT8,A,L,NE5,1,,SF,NE5-SF1,N,0,
NE5,NE5A.IMG_0025.MP4,, 2024-02-08 13:00:56,false,NE5_EVENT8,A,L,NE5,1,,SF,NE5-SF1,N,0,
NE5,NE5A.IMG_0031.MP4,, 2024-02-08 22:49:28,false,NE5_EVENT9,A,D,NE5,1,,Unk,NE5-U1,N,0,
NE5,NE5A.IMG_0033.MP4,, 2024-02-10 00:52:38,false,NE5_EVENT10,A,D,NE5,1,,Unk,NE5-U2,N,0,
NE5,NE5A.IMG_0035.MP4,, 2024-02-10 07:19:04,false,NE5_EVENT11,A,D,NE5,1,,Unk,NE5-U2,N,0,
NE5,NE5A.IMG_0036.MP4,, 2024-02-10 18:19:10,false,NE5_EVENT12,A,D,NE5,2,,F + Unk,NE5-F1 + NE5-U1,N,0,
NE5,NE5A.IMG_0037.MP4,, 2024-02-10 18:24:44,false,NE5_EVENT12,A,D,NE5,2,,F + Unk,NE5-F1 + NE5-U1,N,0,
NE5,NE5A.IMG_0039.MP4,, 2024-02-10 18:27:26,false,NE5_EVENT12,A,D,NE5,2,,F + Unk,NE5-F1 + NE5-U1,N,0,
NE5,NE5A.IMG_0040.MP4,, 2024-02-11 02:59:44,false,NE5_EVENT13,A,D,NE5,3,,F + SF + Unk,NE5-F1 + NE5-SF2 + NE5-U1,partial tail,0,
