,RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,Identifier2,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,X,Identifier2.1,Identifier2.2
117,NE6,NE6N.IMG_0124.MP4,NA, 2024-02-17 22:14:16,FALSE,NE6_EVENT2,NE6_EVENT2_W,W,D,NE6,1,NA,SF,NE6-SF1,mange,0,NA,NE6_EVENT2,W
118,NE6,NE6N.IMG_0125.MP4,NA, 2024-02-17 22:14:18,FALSE,NE6_EVENT2,NE6_EVENT2_W,W,D,NE6,1,NA,SF,NE6-SF1,mange,0,NA,NE6_EVENT2,W
119,NE6,NE6N.IMG_0126.MP4,NA, 2024-02-17 22:14:20,FALSE,NE6_EVENT2,NE6_EVENT2_W,W,D,NE6,1,NA,SF,NE6-SF1,mange,0,NA,NE6_EVENT2,W
120,NE6,NE6N.IMG_0127.MP4,NA, 2024-02-17 22:14:22,FALSE,NE6_EVENT2,NE6_EVENT2_W,W,D,NE6,1,NA,SF,NE6-SF1,mange,0,NA,NE6_EVENT2,W
121,NE6,NE6N.IMG_0128.MP4,NA, 2024-02-17 22:14:24,FALSE,NE6_EVENT2,NE6_EVENT2_W,W,D,NE6,1,NA,SF,NE6-SF1,mange,0,NA,NE6_EVENT2,W
122,NE6,NE6N.IMG_0129.MP4,NA, 2024-02-17 22:14:26,FALSE,NE6_EVENT2,NE6_EVENT2_W,W,D,NE6,1,NA,SF,NE6-SF1,mange,0,NA,NE6_EVENT2,W
123,NE7,NE7A.IMG_0016.MP4,NA, 2024-02-13 01:29:34,FALSE,NE7_EVENT1,NE7_EVENT1_A,A,D,NE7,1,NA,Unk,NE7-U1,N,0,NA,NE7_EVENT1,A
124,NE7,NE7A.second_round.IMG_0004.MP4,NA, 2024-02-20 13:37:38,FALSE,NE7_EVENT2,NE7_EVENT2_A,A,L,NE7,1,NA,M,NE7-M1,N,0,NA,NE7_EVENT2,A
125,NE7,NE7A.second_round.IMG_0010.MP4,NA, 2024-02-24 08:11:06,FALSE,NE7_EVENT3,NE7_EVENT3_A,A,L,NE7,1,NA,M,NE7-M1,N,0,NA,NE7_EVENT3,A
126,NE7,NE7N.second_round.IMG_0011.MP4,NA, 2024-02-28 10:50:02,FALSE,NE7_EVENT4,NE7_EVENT4_W,W,L,NE7,1,NA,SF,NE7-SF1,N,0,NA,NE7_EVENT4,W
127,NW1,NW1A.IMG_0033.MP4,NA, 2024-03-21 11:30:42,FALSE,NW1_EVENT1,NW1_EVENT1_A,A,L,NW1,1,NA,M,NW1-M1,"partial right ear, some missing butt fur",0,NA,NW1_EVENT1,A
128,NW1,NW1A.IMG_0034.MP4,NA, 2024-03-21 11:31:02,FALSE,NW1_EVENT1,NW1_EVENT1_A,A,L,NW1,1,NA,M,NW1-M1,"partial right ear, some missing butt fur",0,NA,NW1_EVENT1,A
129,NW1,NW1N.IMG_0035.MP4,NA, 2024-03-23 01:37:46,FALSE,NW1_EVENT2,NW1_EVENT2_W,W,D,NW1,1,NA,M,NW1-M2,N,0,NA,NW1_EVENT2,W
130,NW1,NW1A.IMG_0039.MP4,NA, 2024-03-24 02:55:16,FALSE,NW1_EVENT3,NW1_EVENT3_A,A,D,NW1,1,NA,M,NW1-M1,"partial right ear, some missing butt fur",0,NA,NW1_EVENT3,A
131,NW2,NW2A.IMG_0005.MP4,NA, 2024-03-04 16:32:01,FALSE,NW2_EVENT1,NW2_EVENT1_A,A,L,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT1,A
132,NW2,NW2A.IMG_0006.MP4,NA, 2024-03-04 17:21:04,FALSE,NW2_EVENT2,NW2_EVENT2_A,A,L,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT2,A
133,NW2,NW2N.IMG_0008.MP4,NA, 2024-03-05 11:41:04,FALSE,NW2_EVENT3,NW2_EVENT3_W,W,L,NW2,1,NA,F,NW2-F1,forehead female,1,NA,NW2_EVENT3,W
134,NW2,NW2N.IMG_0009.MP4,NA, 2024-03-05 11:41:26,FALSE,NW2_EVENT3,NW2_EVENT3_W,W,L,NW2,1,NA,S,NW2-F1,forehead female,1,NA,NW2_EVENT3,W
135,NW2,NW2A.IMG_0008.MP4,NA, 2024-03-05 11:42:18,FALSE,NW2_EVENT3,NW2_EVENT3_A,A,L,NW2,1,NA,F,NW2-F1,forehead female,1,NA,NW2_EVENT3,A
136,NW2,NW2A.IMG_0010.MP4,NA, 2024-03-05 13:06:03,FALSE,NW2_EVENT4,NW2_EVENT4_A,A,L,NW2,1,NA,F,NW2-F1,forehead female,0,NA,NW2_EVENT4,A
137,NW2,NW2A.IMG_0011.MP4,NA, 2024-03-05 16:31:52,FALSE,NW2_EVENT5,NW2_EVENT5_A,A,L,NW2,1,NA,F,NW2-F1,forehead female,0,NA,NW2_EVENT5,A
138,NW2,NW2A.IMG_0019.MP4,NA, 2024-03-06 22:56:42,FALSE,NW2_EVENT6,NW2_EVENT6_A,A,D,NW2,2,NA,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT6,A
139,NW2,NW2A.IMG_0020.MP4,NA, 2024-03-06 22:57:06,FALSE,NW2_EVENT6,NW2_EVENT6_A,A,D,NW2,2,NA,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT6,A
140,NW2,NW2N.IMG_0011.MP4,NA, 2024-03-06 22:57:52,FALSE,NW2_EVENT6,NW2_EVENT6_W,W,D,NW2,2,NA,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,2,NA,NW2_EVENT6,W
141,NW2,NW2A.IMG_0021.MP4,NA, 2024-03-06 22:58:28,FALSE,NW2_EVENT6,NW2_EVENT6_A,A,D,NW2,2,NA,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT6,A
142,NW2,NW2N.IMG_0012.MP4,NA, 2024-03-06 22:59:06,FALSE,NW2_EVENT6,NW2_EVENT6_W,W,D,NW2,2,NA,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,2,NA,NW2_EVENT6,W
143,NW2,NW2A.IMG_0022.MP4,NA, 2024-03-06 22:59:10,FALSE,NW2_EVENT6,NW2_EVENT6_A,A,D,NW2,2,NA,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT6,A
144,NW2,NW2N.IMG_0013.MP4,NA, 2024-03-06 22:59:28,FALSE,NW2_EVENT6,NW2_EVENT6_W,W,D,NW2,2,NA,F + M,NW2-F1 + NW2-M2,forehead female + tufty male,2,NA,NW2_EVENT6,W
145,NW2,NW2A.IMG_0039.MP4,NA, 2024-03-08 17:58:46,FALSE,NW2_EVENT7,NW2_EVENT7_A,A,D,NW2,1,NA,Unk,NW2-U1,N,0,NA,NW2_EVENT7,A
146,NW2,NW2A.IMG_0040.MP4,NA, 2024-03-08 19:04:38,FALSE,NW2_EVENT8,NW2_EVENT8_A,A,D,NW2,1,NA,Unk,NW2-U2,N,0,NA,NW2_EVENT8,A
147,NW2,NW2A.IMG_0048.MP4,NA, 2024-03-11 06:31:48,FALSE,NW2_EVENT9,NW2_EVENT9_A,A,D,NW2,1,NA,M,NW2-M2,tufty male,1,NA,NW2_EVENT9,A
148,NW2,NW2N.IMG_0048.MP4,NA, 2024-03-11 06:31:48,FALSE,NW2_EVENT9,NW2_EVENT9_W,W,D,NW2,1,NA,M,NW2-M2,tufty male,2,NA,NW2_EVENT9,W
149,NW2,NW2A.IMG_0053.MP4,NA, 2024-03-11 19:02:00,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
150,NW2,NW2A.IMG_0054.MP4,NA, 2024-03-11 19:02:38,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
151,NW2,NW2A.IMG_0055.MP4,NA, 2024-03-11 19:03:02,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
152,NW2,NW2A.IMG_0056.MP4,NA, 2024-03-11 19:03:25,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
153,NW2,NW2A.IMG_0057.MP4,NA, 2024-03-11 19:03:44,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
154,NW2,NW2A.IMG_0058.MP4,NA, 2024-03-11 19:04:08,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
155,NW2,NW2A.IMG_0059.MP4,NA, 2024-03-11 19:04:31,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
156,NW2,NW2A.IMG_0060.MP4,NA, 2024-03-11 19:04:50,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
157,NW2,NW2A.IMG_0061.MP4,NA, 2024-03-11 19:05:12,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
158,NW2,NW2N.IMG_0050.MP4,NA, 2024-03-11 19:05:44,FALSE,NW2_EVENT10,NW2_EVENT10_W,W,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,2,NA,NW2_EVENT10,W
159,NW2,NW2N.IMG_0051.MP4,NA, 2024-03-11 19:06:06,FALSE,NW2_EVENT10,NW2_EVENT10_W,W,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,2,NA,NW2_EVENT10,W
160,NW2,NW2N.IMG_0052.MP4,NA, 2024-03-11 19:06:28,FALSE,NW2_EVENT10,NW2_EVENT10_W,W,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,2,NA,NW2_EVENT10,W
161,NW2,NW2A.IMG_0062.MP4,NA, 2024-03-11 19:06:36,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
162,NW2,NW2A.IMG_0063.MP4,NA, 2024-03-11 19:06:56,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
163,NW2,NW2A.IMG_0064.MP4,NA, 2024-03-11 19:07:18,FALSE,NW2_EVENT10,NW2_EVENT10_A,A,D,NW2,3,NA,F + F + M,NW2-F1 + NW-F2 + NW2-M2,forehead female + tufty male,1,NA,NW2_EVENT10,A
164,NW2,NW2A.IMG_0065.MP4,NA, 2024-03-12 06:03:54,FALSE,NW2_EVENT11,NW2_EVENT11_A,A,D,NW2,1,NA,Unk,NW2-U3,N,0,NA,NW2_EVENT11,A
165,NW2,NW2A.IMG_0095.MP4,NA, 2024-03-18 09:01:02,FALSE,NW2_EVENT12,NW2_EVENT12_A,A,L,NW2,1,NA,Unk,NW2-U4,N,0,NA,NW2_EVENT12,A
166,NW2,NW2A.IMG_0097.MP4,NA, 2024-03-18 10:30:24,FALSE,NW2_EVENT13,NW2_EVENT13_A,A,L,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT13,A
167,NW2,NW2A.IMG_0099.MP4,NA, 2024-03-18 10:48:08,FALSE,NW2_EVENT14,NW2_EVENT14_A,A,L,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT14,A
168,NW2,NW2A.IMG_0100.MP4,NA, 2024-03-18 10:50:06,FALSE,NW2_EVENT14,NW2_EVENT14_A,A,L,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT14,A
169,NW2,NW2A.IMG_0101.MP4,NA, 2024-03-18 10:50:26,FALSE,NW2_EVENT14,NW2_EVENT14_A,A,L,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT14,A
170,NW2,NW2A.IMG_0103.MP4,NA, 2024-03-18 20:00:02,FALSE,NW2_EVENT15,NW2_EVENT15_A,A,D,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT15,A
171,NW2,NW2A.IMG_0104.MP4,NA, 2024-03-18 20:00:52,FALSE,NW2_EVENT15,NW2_EVENT15_A,A,D,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT15,A
172,NW2,NW2N.IMG_0135.MP4,NA, 2024-03-25 02:49:10,FALSE,NW2_EVENT16,NW2_EVENT16_W,W,D,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT16,W
173,NW2,NW2N.IMG_0136.MP4,NA, 2024-03-25 02:49:44,FALSE,NW2_EVENT16,NW2_EVENT16_W,W,D,NW2,1,NA,M,NW2-M1,N,0,NA,NW2_EVENT16,W
174,NW3,NW3A.IMG_0016.MP4,NA, 2024-03-06 18:59:28,FALSE,NW3_EVENT1,NW3_EVENT1_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT1,A
175,NW3,NW3N.IMG_0003.MP4,NA, 2024-03-06 19:00:18,FALSE,NW3_EVENT1,NW3_EVENT1_W,W,D,NW3,1,,SF,NW3-SF1,N,2,NA,NW3_EVENT1,W
176,NW3,NW3A.IMG_0018.MP4,NA, 2024-03-10 03:29:22,FALSE,NW3_EVENT2,NW3_EVENT2_A,A,D,NW3,1,,Unk,NW3-U1,N,0,NA,NW3_EVENT2,A
177,NW3,NW3N.IMG_0013.MP4,NA, 2024-03-17 07:01:36,FALSE,NW3_EVENT3,NW3_EVENT3_W,W,L,NW3,1,,SM,NW3-SM1,N,0,NA,NW3_EVENT3,W
178,NW3,NW3N.IMG_0025.MP4,NA, 2024-03-21 04:08:16,FALSE,NW3_EVENT4,NW3_EVENT4_W,W,D,NW3,2,female is snarling for first 20 seconds or so,F + M,NW3-F1 + NW3-M1,oreo male,0,NA,NW3_EVENT4,W
179,NW3,NW3N.IMG_0026.MP4,NA, 2024-03-21 04:08:40,FALSE,NW3_EVENT4,NW3_EVENT4_W,W,D,NW3,2,female is snarling for first 20 seconds or so,F + M,NW3-F1 + NW3-M1,oreo male,0,NA,NW3_EVENT4,W
180,NW3,NW3N.IMG_0027.MP4,NA, 2024-03-21 04:09:00,FALSE,NW3_EVENT4,NW3_EVENT4_W,W,D,NW3,2,female is snarling for first 20 seconds or so,F + M,NW3-F1 + NW3-M1,oreo male,0,NA,NW3_EVENT4,W
181,NW3,NW3N.IMG_0028.MP4,NA, 2024-03-21 04:09:22,FALSE,NW3_EVENT4,NW3_EVENT4_W,W,D,NW3,2,female is snarling for first 20 seconds or so,F + M,NW3-F1 + NW3-M1,oreo male,0,NA,NW3_EVENT4,W
182,NW3,NW3N.IMG_0029.MP4,NA, 2024-03-21 04:09:58,FALSE,NW3_EVENT4,NW3_EVENT4_W,W,D,NW3,2,female is snarling for first 20 seconds or so,F + M,NW3-F1 + NW3-M1,oreo male,0,NA,NW3_EVENT4,W
183,NW3,NW3N.IMG_0034.MP4,NA, 2024-03-23 05:14:46,FALSE,NW3_EVENT5,NW3_EVENT5_W,W,D,NW3,1,,Unk,NW3-U2,N,0,NA,NW3_EVENT5,W
184,NW3,NW3N.IMG_0037.MP4,NA, 2024-03-24 23:54:02,FALSE,NW3_EVENT6,NW3_EVENT6_W,W,D,NW3,1,,Unk,NW3-U3,N,0,NA,NW3_EVENT6,W
185,NW3,NW3A.IMG_0266.MP4,NA, 2024-03-29 00:57:49,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
186,NW3,NW3N.IMG_0045.MP4,NA, 2024-03-29 00:58:18,FALSE,NW3_EVENT7,NW3_EVENT7_W,W,D,NW3,1,,SF,NW3-SF1,N,2,NA,NW3_EVENT7,W
187,NW3,NW3A.IMG_0267.MP4,NA, 2024-03-29 00:58:28,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
188,NW3,NW3A.IMG_0268.MP4,NA, 2024-03-29 00:58:57,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
189,NW3,NW3N.IMG_0046.MP4,NA, 2024-03-29 00:59:02,FALSE,NW3_EVENT7,NW3_EVENT7_W,W,D,NW3,1,,SF,NW3-SF1,N,2,NA,NW3_EVENT7,W
190,NW3,NW3A.IMG_0269.MP4,NA, 2024-03-29 00:59:20,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
191,NW3,NW3N.IMG_0047.MP4,NA, 2024-03-29 00:59:22,FALSE,NW3_EVENT7,NW3_EVENT7_W,W,D,NW3,1,,SF,NW3-SF1,N,2,NA,NW3_EVENT7,W
192,NW3,NW3A.IMG_0270.MP4,NA, 2024-03-29 00:59:42,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
193,NW3,NW3N.IMG_0048.MP4,NA, 2024-03-29 00:59:46,FALSE,NW3_EVENT7,NW3_EVENT7_W,W,D,NW3,1,,SF,NW3-SF1,N,2,NA,NW3_EVENT7,W
194,NW3,NW3A.IMG_0271.MP4,NA, 2024-03-29 01:00:02,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
195,NW3,NW3N.IMG_0049.MP4,NA, 2024-03-29 01:00:09,FALSE,NW3_EVENT7,NW3_EVENT7_W,W,D,NW3,1,,SF,NW3-SF1,N,2,NA,NW3_EVENT7,W
196,NW3,NW3A.IMG_0272.MP4,NA, 2024-03-29 01:00:24,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
197,NW3,NW3N.IMG_0050.MP4,NA, 2024-03-29 01:00:28,FALSE,NW3_EVENT7,NW3_EVENT7_W,W,D,NW3,1,,SF,NW3-SF1,N,2,NA,NW3_EVENT7,W
198,NW3,NW3A.IMG_0273.MP4,NA, 2024-03-29 01:00:46,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
199,NW3,NW3N.IMG_0051.MP4,NA, 2024-03-29 01:01:00,FALSE,NW3_EVENT7,NW3_EVENT7_W,W,D,NW3,1,,SF,NW3-SF1,N,2,NA,NW3_EVENT7,W
200,NW3,NW3A.IMG_0274.MP4,NA, 2024-03-29 01:01:08,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
201,NW3,NW3N.IMG_0052.MP4,NA, 2024-03-29 01:01:22,FALSE,NW3_EVENT7,NW3_EVENT7_W,W,D,NW3,1,,SF,NW3-SF1,N,2,NA,NW3_EVENT7,W
202,NW3,NW3A.IMG_0275.MP4,NA, 2024-03-29 01:01:30,FALSE,NW3_EVENT7,NW3_EVENT7_A,A,D,NW3,1,,SF,NW3-SF1,N,1,NA,NW3_EVENT7,A
203,NW3,NW3N.IMG_0061.MP4,NA, 2024-03-31 20:10:42,FALSE,NW3_EVENT8,NW3_EVENT8_W,W,D,NW3,1,,SM,NW3-SM1,N,1,NA,NW3_EVENT8,W
204,NW3,NW3A.IMG_0414.MP4,NA, 2024-03-31 20:11:48,FALSE,NW3_EVENT8,NW3_EVENT8_A,A,D,NW3,1,,SM,NW3-SM1,N,2,NA,NW3_EVENT8,A
205,NW4,NW4A.IMG_0022.MP4,NA, 2024-03-09 05:56:44,FALSE,NW4_EVENT1,NW4_EVENT1_A,A,L,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT1,A
206,NW4,NW4A.IMG_0025.MP4,NA, 2024-03-09 20:07:48,FALSE,NW4_EVENT2,NW4_EVENT2_A,A,D,NW4,1,NA,SM,NW4-SM1,N,2,NA,NW4_EVENT2,A
207,NW4,NW4_Event2N_1.MP4,NA, 2024-03-09 20:07:48,FALSE,NW4_EVENT2,NW4_EVENT2_W,W,D,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT2,W
208,NW4,NW4A.IMG_0026.MP4,NA, 2024-03-09 20:08:08,FALSE,NW4_EVENT2,NW4_EVENT2_A,A,D,NW4,1,NA,SM,NW4-SM1,N,2,NA,NW4_EVENT2,A
209,NW4,NW4_Event2N_2.MP4,NA, 2024-03-09 20:08:08,FALSE,NW4_EVENT2,NW4_EVENT2_W,W,D,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT2,W
210,NW4,NW4N.IMG_0010.MP4,NA, 2024-03-09 20:08:18,FALSE,NW4_EVENT2,NW4_EVENT2_W,W,D,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT2,W
211,NW4,NW4A.IMG_0031.MP4,NA, 2024-03-11 04:29:48,FALSE,NW4_EVENT3,NW4_EVENT3_A,A,D,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT3,A
212,NW4,NW4N (1).MP4,NA, 2024-03-11 04:29:48,FALSE,NW4_EVENT3,NW4_EVENT3_W,W,D,NW4,1,NA,SM,NW4-SM1,N,2,NA,NW4_EVENT3,W
213,NW4,NW4A.IMG_0032.MP4,NA, 2024-03-11 04:30:08,FALSE,NW4_EVENT3,NW4_EVENT3_A,A,D,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT3,A
214,NW4,NW4N (2).MP4,NA, 2024-03-11 04:30:08,FALSE,NW4_EVENT3,NW4_EVENT3_W,W,D,NW4,1,NA,SM,NW4-SM1,N,2,NA,NW4_EVENT3,W
215,NW4,NW4A.IMG_0037.MP4,NA, 2024-03-12 08:04:58,FALSE,NW4_EVENT4,NW4_EVENT4_A,A,L,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT4,A
216,NW4,NW4A.IMG_0037.MP4,NA, 2024-03-12 08:04:58,FALSE,NW4_EVENT4,NW4_EVENT4_W,W,L,NW4,1,NA,SM,NW4-SM1,N,2,NA,NW4_EVENT4,W
217,NW4,NW4N.IMG_0016.MP4,NA, 2024-03-12 08:05:20,FALSE,NW4_EVENT4,NW4_EVENT4_W,W,L,NW4,1,NA,SM,NW4-SM1,N,2,NA,NW4_EVENT4,W
218,NW4,NW4A.IMG_0038.MP4,NA, 2024-03-12 08:05:21,FALSE,NW4_EVENT4,NW4_EVENT4_A,A,L,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT4,A
219,NW4,NW4A.IMG_0098.MP4,NA, 2024-03-16 00:35:50,FALSE,NW4_EVENT5,NW4_EVENT5_A,A,D,NW4,1,NA,F,NW4-F1,"mange, small, thin shoulders",0,NA,NW4_EVENT5,A
220,NW4,NW4A.IMG_0099.MP4,NA, 2024-03-16 04:58:22,FALSE,NW4_EVENT6,NW4_EVENT6_A,A,D,NW4,1,NA,Unk,NW4-U1,mild mange,0,NA,NW4_EVENT6,A
221,NW4,NW4A.IMG_0102.MP4,NA, 2024-03-16 10:26:50,FALSE,NW4_EVENT7,NW4_EVENT7_A,A,L,NW4,1,NA,F,NW4-F1,"mange, small, thin shoulders",1,NA,NW4_EVENT7,A
222,NW4,NW4N.IMG_0054.MP4,NA, 2024-03-16 10:27:00,FALSE,NW4_EVENT7,NW4_EVENT7_W,W,L,NW4,1,NA,F,NW4-F1,"mange, small, thin shoulders",2,NA,NW4_EVENT7,W
223,NW4,NW4A.IMG_0159.MP4,NA, 2024-03-19 09:04:08,FALSE,NW4_EVENT8,NW4_EVENT8_A,A,L,NW4,1,NA,F,NW4-F1,"mange, small, thin shoulders",0,NA,NW4_EVENT8,A
224,NW4,NW4A.IMG_0162.MP4,NA, 2024-03-19 11:29:46,FALSE,NW4_EVENT9,NW4_EVENT9_A,A,L,NW4,1,NA,F,NW4-F1,"mange, small, thin shoulders",1,NA,NW4_EVENT9,A
225,NW4,NW4A.IMG_0162.MP4,NA, 2024-03-19 11:29:46,FALSE,NW4_EVENT9,NW4_EVENT9_W,W,L,NW4,1,NA,F,NW4-F1,"mange, small, thin shoulders",2,NA,NW4_EVENT9,W
226,NW4,NW4A.IMG_0164.MP4,NA, 2024-03-19 11:34:02,FALSE,NW4_EVENT9,NW4_EVENT9_A,A,L,NW4,1,NA,F,NW4-F1,"mange, small, thin shoulders",1,NA,NW4_EVENT9,A
227,NW4,NW4A.IMG_0164.MP4,NA, 2024-03-19 11:34:02,FALSE,NW4_EVENT9,NW4_EVENT9_W,W,L,NW4,1,NA,F,NW4-F1,"mange, small, thin shoulders",2,NA,NW4_EVENT9,W
228,NW4,NW4A.IMG_0183.MP4,NA, 2024-03-20 08:48:28,FALSE,NW4_EVENT10,NW4_EVENT10_A,A,L,NW4,1,NA,SM,NW4-SM1,N,0,NA,NW4_EVENT10,A
229,NW4,NW4A.IMG_0186.MP4,NA, 2024-03-20 10:30:26,FALSE,NW4_EVENT11,NW4_EVENT11_A,A,L,NW4,1,NA,SM,NW4-SM1,N,0,NA,NW4_EVENT11,A
230,NW4,NW4A.IMG_0187.MP4,NA, 2024-03-20 12:25:02,FALSE,NW4_EVENT12,NW4_EVENT12_A,A,L,NW4,1,NA,Unk,NW4-U1,mild mange,2,NA,NW4_EVENT12,A
231,NW4,NW4A.IMG_0187.MP4,NA, 2024-03-20 12:25:02,FALSE,NW4_EVENT12,NW4_EVENT12_W,W,L,NW4,1,NA,Unk,NW4-U1,mild mange,1,NA,NW4_EVENT12,W
232,NW4,NW4A.IMG_0191.MP4,NA, 2024-03-21 13:49:58,FALSE,NW4_EVENT13,NW4_EVENT13_A,A,L,NW4,1,NA,Unk,NW4-U2,N,0,NA,NW4_EVENT13,A
233,NW4,NW4A.IMG_0192.MP4,NA, 2024-03-21 20:58:26,FALSE,NW4_EVENT14,NW4_EVENT14_A,A,D,NW4,1,NA,SM,NW4-SM1,N,2,NA,NW4_EVENT14,A
234,NW4,NW4A.IMG_0192.MP4,NA, 2024-03-21 20:58:26,FALSE,NW4_EVENT14,NW4_EVENT14_W,W,D,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT14,W
235,NW4,NW4A.IMG_0199.MP4,NA, 2024-03-23 06:17:12,FALSE,NW4_EVENT15,NW4_EVENT15_A,A,D,NW4,1,NA,SM,NW4-SM1,N,1,NA,NW4_EVENT15,A
236,NW4,NW4A.IMG_0199.MP4,NA, 2024-03-23 06:17:12,FALSE,NW4_EVENT15,NW4_EVENT15_W,W,D,NW4,1,NA,SM,NW4-SM1,N,2,NA,NW4_EVENT15,W
237,NW4,NW4A.IMG_0200.MP4,NA, 2024-03-23 06:17:34,FALSE,NW4_EVENT15,NW4_EVENT15_W,W,D,NW4,1,NA,SM,NW4-SM1,N,2,NA,NW4_EVENT15,W
