RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
SE7,SE7A.IMG_0061.MP4,, 2024-02-08 22:45:58,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0062.MP4,, 2024-02-08 22:46:20,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0063.MP4,, 2024-02-08 22:46:42,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0064.MP4,, 2024-02-08 22:47:06,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0065.MP4,, 2024-02-08 22:47:26,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0066.MP4,, 2024-02-08 22:47:49,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0067.MP4,, 2024-02-08 22:48:08,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0068.MP4,, 2024-02-08 22:48:30,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0069.MP4,, 2024-02-08 22:48:53,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0070.MP4,, 2024-02-08 22:49:12,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0071.MP4,, 2024-02-08 22:49:34,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0072.MP4,, 2024-02-08 22:49:56,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7A.IMG_0073.MP4,, 2024-02-08 22:50:16,false,SE7_EVENT1,A,D,SE7,1,,M,SE7-M1,thin tail,0,
SE7,SE7N.IMG_0022.MP4,, 2024-02-09 01:42:25,false,SE7_EVENT2,W,D,SE7,1,,M,SE7-M2,N,1,
SE7,SE7A.IMG_0084.MP4,, 2024-02-09 01:45:30,false,SE7_EVENT2,A,D,SE7,1,,M,SE7-M2,N,2,
SE7,SE7A.second_round.IMG_0106.MP4,, 2024-02-24 12:33:00,false,SE7_EVENT3,A,L,SE7,1,,F,SE7-F1,thin fur/ young vibe,1,
