RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
SW7,SW7A.IMG_0008.MP4,, 2024-03-13 07:14:11,false,SW7_EVENT1,A,L,SW7,1,,SF,SW7_SF1,mangey back and tail,0,
SW7,SW7A.IMG_0009.MP4,, 2024-03-13 07:14:36,false,SW7_EVENT1,A,L,SW7,1,,SF,SW7_SF1,mangey back and tail,0,
SW7,SW7A.IMG_0010.MP4,, 2024-03-13 08:35:30,false,SW7_EVENT2,A,L,SW7,1,,F,SW7_F1,pregnant,0,
SW7,SW7A.IMG_0016.MP4,, 2024-03-13 18:55:04,false,SW7_EVENT3,A,L,SW7,1,,SF,SW7_SF1,mangey back and tail,0,
SW7,SW7N.IMG_0019.MP4,, 2024-03-15 12:50:00,false,SW7_EVENT4,W,L,SW7,1,,M,SW7_M1,N,0,
SW7,SW7A.IMG_0113.MP4,, 2024-03-18 05:55:00,false,SW7_EVENT5,A,D,SW7,1,,Unk,SW7_U1,N,0,
SW7,SW7N.IMG_0058.MP4,, 2024-03-18 20:21:35,false,SW7_EVENT6,W,D,SW7,1,,Unk,SW7_U2,N,0,
SW7,SW7N.IMG_0066.MP4,, 2024-03-22 06:51:00,false,SW7_EVENT7,W,L,SW7,1,,M,SW7_M1,N,0,
SW7,SW7N.IMG_0067.MP4,, 2024-03-22 06:51:23,false,SW7_EVENT7,W,L,SW7,1,,M,SW7_M1,N,0,
SW7,SW7N.IMG_0069.MP4,, 2024-03-23 13:39:34,false,SW7_EVENT8,W,L,SW7,1,,F,SW7_F1,pregnant,0,
SW7,SW7N.IMG_0149.MP4,, 2024-03-27 06:12:24,false,SW7_EVENT9,W,L,SW7,1,,SF,SW7_SF1,mangey back and tail,0,
SW7,SW7N.IMG_0202.MP4,, 2024-03-30 18:26:26,false,SW7_EVENT10,W,L,SW7,1,,SF,SW7_SF1,mangey back and tail,0,
