RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
SE2,SE2N.IMG_0015.MP4,, 2024-02-06 05:10:44,false,SE2_EVENT1,W,D,SE2,1,,SF,SE2-SF1,N,0,
SE2,SE2N.IMG_0043.MP4,, 2024-02-07 02:09:28,false,SE2_EVENT2,W,D,SE2,1,,SF,SE2-SF2,burry forehead,0,
SE2,SE2N.IMG_0044.MP4,, 2024-02-07 02:11:52,false,SE2_EVENT2,W,D,SE2,1,,SF,SE2-SF2,burry forehead,0,
SE2,SE2N.IMG_0092.MP4,, 2024-02-10 00:54:00,false,SE2_EVENT3,W,D,SE2,1,,SM,SE2-SM1,N,0,
SE2,SE2N.IMG_0093.MP4,, 2024-02-10 01:23:34,false,SE2_EVENT4,W,D,SE2,1,,SM,SE2-SM1,N,0,
SE2,SE2A.second_round.IMG_0051.MP4,, 2024-02-21 19:53:04,false,SE2_EVENT5,A,D,SE2,1,,SM,SE2-SM1,N,1,
SE2,SE2N.second_round.IMG_0051.MP4,, 2024-02-21 19:53:44,false,SE2_EVENT5,W,D,SE2,1,,SM,SE2-SM1,N,2,
SE2,SE2A.second_round.IMG_0070.MP4,, 2024-02-22 22:11:57,false,SE2_EVENT6,A,D,SE2,1,,SM,SE2-SM2,N,1,
SE2,SE2N.second_round.IMG_0064.MP4,, 2024-02-22 22:12:30,false,SE2_EVENT6,W,D,SE2,1,,SM,SE2-SM2,N,2,
SE2,SE2A.second_round.IMG_0081.MP4,, 2024-02-24 23:38:26,false,SE2_EVENT7,A,D,SE2,1,,SM,SE2-SM2,N,1,
SE2,SE2N.second_round.IMG_0079.MP4,, 2024-02-24 23:41:20,false,SE2_EVENT7,W,D,SE2,1,,SM,SE2-SM2,N,2,
SE2,SE2N.second_round.IMG_0080.MP4,, 2024-02-25 02:09:48,false,SE2_EVENT8,W,D,SE2,1,,SM,SE2-SM2,N,0,
SE2,SE2A.second_round.IMG_0094.MP4,, 2024-02-27 12:22:30,false,SE2_EVENT9,A,L,SE2,1,,Unk,SE2-U1,mangey tail/ butt,1,
SE2,SE2N.second_round.IMG_0108.MP4,, 2024-02-27 12:22:46,false,SE2_EVENT9,W,L,SE2,1,,Unk,SE2-U1,mangey tail/ butt,2,
SE2,SE2N.second_round.IMG_0109.MP4,, 2024-02-27 12:23:09,false,SE2_EVENT9,W,L,SE2,1,,Unk,SE2-U1,mangey tail/ butt,2,
