RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
SE6,SE6A.IMG_0153.MP4,, 2024-02-11 03:33:36,false,SE6_EVENT1,A,D,SE6,1,,Unk,SE6-U1,scruffy back,0,
SE6,SE6N.IMG_0041.MP4,, 2024-02-13 15:13:44,false,SE6_EVENT2,W,L,SE6,1,,M,SE6-M1,N,2,
SE6,SE6A.IMG_0173.MP4,, 2024-02-13 15:14:04,false,SE6_EVENT2,A,L,SE6,1,,M,SE6-M1,N,1,
SE6,SE6N.IMG_0044.MP4,, 2024-02-13 15:29:42,false,SE6_EVENT3,W,L,SE6,1,,M,SE6-M1,N,1,
SE6,SE6A.IMG_0175.MP4,, 2024-02-13 15:30:24,false,SE6_EVENT3,A,L,SE6,1,,M,SE6-M1,N,2,
SE6,SE6A.second_round.IMG_0131.MP4,, 2024-02-19 22:57:16,false,SE6_EVENT4,A,D,SE6,1,,Unk,SE6-U1,scruffy back,1,
SE6,SE6A.second_round.IMG_0132.MP4,, 2024-02-19 22:57:18,false,SE6_EVENT4,A,D,SE6,1,,Unk,SE6-U1,scruffy back,1,
SE6,SE6A.second_round.IMG_0133.MP4,, 2024-02-19 22:57:24,false,SE6_EVENT4,A,D,SE6,1,,Unk,SE6-U1,scruffy back,1,
SE6,SE6N.second_round.IMG_0005.MP4,, 2024-02-19 22:57:34,false,SE6_EVENT4,W,D,SE6,1,,Unk,SE6-U1,scruffy back,2,
SE6,SE6N.second_round.IMG_0006.MP4,, 2024-02-19 22:58:30,false,SE6_EVENT4,W,D,SE6,1,,Unk,SE6-U1,scruffy back,2,
SE6,SE6N.second_round.IMG_0007.MP4,, 2024-02-20 23:46:04,false,SE6_EVENT5,W,D,SE6,1,,M,SE6-M1,N,0,
