RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
SW3,SW3A.IMG_0009.MP4,, 2024-03-08 01:51:34,false,SW3_EVENT1,A,D,SW3,1,,F,SW3-F2,tail scruff,1,
SW3,SW3N.IMG_0009.MP4,, 2024-03-08 01:52:26,false,SW3_EVENT1,W,D,SW3,1,,F,SW3-F2,tail scruff,2,
SW3,SW3A.IMG_0010.MP4,, 2024-03-09 04:28:14,false,SW3_EVENT2,A,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,1,
SW3,SW3A.IMG_0011.MP4,, 2024-03-09 04:28:38,false,SW3_EVENT2,A,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,1,
SW3,SW3A.IMG_0012.MP4,, 2024-03-09 04:28:58,false,SW3_EVENT2,A,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,1,
SW3,SW3A.IMG_0013.MP4,, 2024-03-09 04:30:10,false,SW3_EVENT2,A,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,1,
SW3,SW3A.IMG_0014.MP4,, 2024-03-09 04:30:32,false,SW3_EVENT2,A,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,1,
SW3,SW3A.IMG_0015.MP4,, 2024-03-09 04:30:54,false,SW3_EVENT2,A,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,1,
SW3,SW3A.IMG_0016.MP4,, 2024-03-09 04:31:20,false,SW3_EVENT2,A,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,1,
SW3,SW3N.IMG_0010.MP4,, 2024-03-09 04:32:56,false,SW3_EVENT2,W,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,2,
SW3,SW3A.IMG_0032.MP4,, 2024-03-15 03:31:56,false,SW3_EVENT3,A,D,SW3,1,,M,SW3-M1,N,0,
SW3,SW3A.IMG_0034.MP4,, 2024-03-15 16:03:14,false,SW3_EVENT4,A,L,SW3,1,,SM,SW3-SM1,slightly mangey,1,
SW3,SW3A.IMG_0035.MP4,, 2024-03-15 16:03:38,false,SW3_EVENT4,A,L,SW3,1,,SM,SW3-SM1,slightly mangey,1,
SW3,SW3A.IMG_0036.MP4,, 2024-03-15 16:04:06,false,SW3_EVENT4,A,L,SW3,1,,SM,SW3-SM1,slightly mangey,1,
SW3,SW3A.IMG_0037.MP4,, 2024-03-15 16:04:26,false,SW3_EVENT4,A,L,SW3,1,,SM,SW3-SM1,slightly mangey,1,
SW3,SW3N.IMG_0035.MP4,, 2024-03-15 16:05:50,false,SW3_EVENT4,W,L,SW3,1,,SM,SW3-SM1,slightly mangey,2,
SW3,SW3N.IMG_0036.MP4,, 2024-03-15 16:06:10,false,SW3_EVENT4,W,L,SW3,1,,SM,SW3-SM1,slightly mangey,2,
SW3,SW3N.IMG_0037.MP4,, 2024-03-15 16:08:30,false,SW3_EVENT4,W,L,SW3,1,,SM,SW3-SM1,slightly mangey,2,
SW3,SW3A.IMG_0041.MP4,, 2024-03-15 20:05:30,false,SW3_EVENT5,A,D,SW3,1,,F,SW3-F2,tail scruff,0,
SW3,SW3N.IMG_0043.MP4,, 2024-03-17 00:04:00,false,SW3_EVENT6,W,D,SW3,1,,F,SW3-F2,tail scruff,0,
SW3,SW3A.IMG_0050.MP4,, 2024-03-19 03:55:49,false,SW3_EVENT7,A,D,SW3,1,,F,SW3-F2,tail scruff,0,
SW3,SW3N.IMG_0058.MP4,, 2024-03-23 05:12:28,false,SW3_EVENT8,W,D,SW3,1,,F,SW3-F1,N,0,
SW3,SW3N.IMG_0065.MP4,, 2024-03-24 00:15:18,false,SW3_EVENT9,W,D,SW3,1,,F,SW3-F1,N,0,
SW3,SW3A.IMG_0054.MP4,, 2024-03-26 01:03:38,false,SW3_EVENT10,A,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,1,
SW3,SW3A.IMG_0055.MP4,, 2024-03-26 01:04:00,false,SW3_EVENT10,A,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,1,
SW3,SW3N.IMG_0069.MP4,, 2024-03-26 01:04:20,false,SW3_EVENT10,W,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,2,
SW3,SW3A.IMG_0062.MP4,, 2024-03-28 17:40:00,false,SW3_EVENT11,A,L,SW3,1,,M,SW3-M1,N,0,
SW3,SW3N.IMG_0084.MP4,, 2024-03-29 19:34:20,false,SW3_EVENT12,W,D,SW3,1,,F,SW3-F1,N,0,
SW3,SW3N.IMG_0085.MP4,, 2024-03-29 20:59:04,false,SW3_EVENT13,W,D,SW3,1,,F,SW3-F1,N,0,
SW3,SW3N.IMG_0086.MP4,, 2024-03-30 01:15:00,false,SW3_EVENT14,W,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,0,
SW3,SW3N.IMG_0092.MP4,, 2024-03-31 01:01:30,false,SW3_EVENT15,W,D,SW3,2,,F + M,SW3-F1 + SW3-M1,N,0,
SW3,SW3N.IMG_0099.MP4,, 2024-04-01 01:03:32,false,SW3_EVENT16,W,D,SW3,1,,SM,SW3-SM1,slightly mangey,0,
SW3,SW3N.IMG_0101.MP4,, 2024-04-01 04:29:14,false,SW3_EVENT17,W,D,SW3,1,,M,SW3-M1,N,0,
SW3,SW3N.IMG_0103.MP4,, 2024-04-01 22:06:28,false,SW3_EVENT18,W,D,SW3,1,,F,SW3-F2,tail scruff,0,
SW3,SW3A.IMG_0102.MP4,, 2024-04-02 00:48:18,false,SW3_EVENT19,A,D,SW3,1,,F,SW3-F2,tail scruff,0,
