RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
E1,E1N.second_round.IMG_0002.AVI,, 2024-02-16 19:10:00,false,E1_EVENT1,W,D,E1,1,NA,Unk,E1_U1,N,0,
E1,E1A.second_round.IMG_0014.AVI,, 2024-02-21 22:22:08,false,E1_EVENT2,A,D,E1,1,NA,M,E1_M1,N,1,
E1,E1N.second_round.IMG_0024.AVI,, 2024-02-21 22:22:30,false,E1_EVENT2,W,D,E1,1,NA,M,E1_M1,N,2,
E1,E1A.second_round.IMG_0019.AVI,, 2024-02-23 00:21:22,false,E1_EVENT3,A,D,E1,1,NA,SF,E1_SF1,slightly scruffy neck,2,
E1,E1N.second_round.IMG_0033.AVI,, 2024-02-23 00:21:54,false,E1_EVENT3,W,D,E1,1,sequence of behaviours is incorrect here; investigation of ground belongs at beginning,SF,E1_SF1,slightly scruffy neck,1,
E1,E1A.second_round.IMG_0029.AVI,, 2024-02-27 05:01:02,false,E1_EVENT4,A,D,E1,1,NA,SF,E1_SF2,N,0,
E1,E1A.second_round.IMG_0030.AVI,, 2024-02-27 05:01:12,false,E1_EVENT4,A,D,E1,1,NA,SF,E1_SF2,N,0,
E1,E1A.second_round.IMG_0031.AVI,, 2024-02-28 07:28:00,false,E1_EVENT5,A,L,E1,2,NA,M + M,E1_M2 + E1_M3,N,1,
E1,E1N.second_round.IMG_0041.AVI,, 2024-02-28 07:28:24,false,E1_EVENT5,W,L,E1,2,NA,M + M,E1_M2 + E1_M3,N,2,
E1,E1N.second_round.IMG_0042.AVI,, 2024-02-29 07:27:24,false,E1_EVENT5,W,L,E1,2,NA,M + M,E1_M2 + E1_M3,N,2,
