RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
NE6,NE6N.IMG_0077.MP4,, 2024-02-11 13:37:53,false,NE6_EVENT1,W,L,NE6,1,,F,NE6-F1,a bit scruffy,0,
NE6,NE6N.IMG_0116.MP4,, 2024-02-17 22:13:54,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0117.MP4,, 2024-02-17 22:13:58,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0118.MP4,, 2024-02-17 22:14:02,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0119.MP4,, 2024-02-17 22:14:04,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0120.MP4,, 2024-02-17 22:14:06,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0121.MP4,, 2024-02-17 22:14:08,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0122.MP4,, 2024-02-17 22:14:12,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0123.MP4,, 2024-02-17 22:14:14,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0124.MP4,, 2024-02-17 22:14:16,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0125.MP4,, 2024-02-17 22:14:18,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0126.MP4,, 2024-02-17 22:14:20,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0127.MP4,, 2024-02-17 22:14:22,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0128.MP4,, 2024-02-17 22:14:24,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
NE6,NE6N.IMG_0129.MP4,, 2024-02-17 22:14:26,false,NE6_EVENT2,W,D,NE6,1,,SF,NE6-SF1,mange,0,
