RootFolder,File,RelativePath,DateTime,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence
NE4_Kinnard,Batch1.IMG_0004.MP4,NE4A ,2025-02-20 00:00:10,NE4_EVENT1,A,D,NE4,1,scruffy SM,M,NE4-M2,light mange,0
NE4_Kinnard,Batch1.IMG_0016.MP4,NE4A ,2025-02-20 15:31:08,NE4_EVENT2,A,L,NE4,1,gap tail,F,NE4-F1,established mange,0
NE4_Kinnard,Batch1.IMG_0022.MP4,NE4A ,2025-02-21 12:26:10,NE4_EVENT3,A,L,NE4,1,scruffy SM,M,NE4-M2,light mange,0
NE4_Kinnard,Batch1.IMG_0029.MP4,NE4N ,2025-02-22 23:52:00,NE4_EVENT4,N,D,NE4,1,scruffy SM,M,NE4-M2,light mange,1
NE4_Kinnard,Batch1.IMG_0047.MP4,NE4A ,2025-02-22 23:52:34,NE4_EVENT4,A,D,NE4,1,scruffy SM,M,NE4-M2,light mange,2
NE4_Kinnard,Batch1.IMG_0044.MP4,NE4N ,2025-02-23 23:02:52,NE4_EVENT5,N,D,NE4,3,"mangey F, OK F, healthy M","F, F, M","NE4-F2, NE4-F3, NE4-M1","light mange, severe mange, N",1
NE4_Kinnard,Batch1.IMG_0053.MP4,NE4A ,2025-02-23 23:03:08,NE4_EVENT5,A,D,NE4,3,"mangey F, OK F, healthy M","F, F, M","NE4-F2, NE4-F3, NE4-M1","light mange, severe mange, N",2
NE4_Kinnard,Batch1.IMG_0045.MP4,NE4N ,2025-02-23 23:03:46,NE4_EVENT5,N,D,NE4,3,"mangey F, OK F, healthy M","F, F, M","NE4-F2, NE4-F3, NE4-M1","light mange, severe mange, N",1
NE4_Kinnard,Batch1.IMG_0054.MP4,NE4A ,2025-02-23 23:04:14,NE4_EVENT5,A,D,NE4,3,"mangey F, OK F, healthy M","F, F, M","NE4-F2, NE4-F3, NE4-M1","light mange, severe mange, N",2
NE4_Kinnard,Batch1.IMG_0059.MP4,NE4A ,2025-02-24 08:21:40,NE4_EVENT6,A,L,NE4,1,OK F,F,NE4-F3,light mange,0
NE4_Kinnard,Batch1.IMG_0055.MP4,NE4N ,2025-02-25 18:33:50,NE4_EVENT7,N,D,NE4,1,scruffy SM,M,NE4-M2,light mange,0
NE4_Kinnard,Batch1.IMG_0061.MP4,NE4N ,2025-02-26 14:25:58,NE4_EVENT8,N,L,NE4,1,OK F,F,NE4-F3,light mange,1
NE4_Kinnard,Batch1.IMG_0080.MP4,NE4A ,2025-02-26 14:26:29,NE4_EVENT8,A,L,NE4,1,OK F,F,NE4-F3,light mange,2
NE4_Kinnard,Batch1.IMG_0084.MP4,NE4N ,2025-02-28 17:09:00,NE4_EVENT9,N,L,NE4,1,scruffy SM,M,NE4-M2,light mange,1
NE4_Kinnard,Batch1.IMG_0085.MP4,NE4A ,2025-02-28 17:09:14,NE4_EVENT9,A,L,NE4,1,scruffy SM,M,NE4-M2,light mange,2
NE4_Kinnard,Batch1.IMG_0114.MP4,NE4N ,2025-03-04 16:10:20,NE4_EVENT10,N,L,NE4,1,gap tail,F,NE4-F1,established mange,0
NE4_Kinnard,Batch1.IMG_0115.MP4,NE4N ,2025-03-04 16:10:45,NE4_EVENT10,N,L,NE4,1,gap tail,F,NE4-F1,established mange,0
