RootFolder,File,RelativePath,DateTime,DeleteFlag,Identifier,PuzzleType,LorD,SiteID,GroupSize,Memb_group,agesex,UniqueID,Disease,PuzzleSequence,
SW1,SW1N.IMG_0006.MP4,, 2024-03-06 17:53:48,false,SW1_EVENT1,W,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1N.IMG_0008.MP4,, 2024-03-07 23:37:34,false,SW1_EVENT2,W,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1N.IMG_0013.MP4,, 2024-03-09 00:24:38,false,SW1_EVENT3,W,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1N.IMG_0014.MP4,, 2024-03-09 00:24:58,false,SW1_EVENT3,W,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1N.IMG_0019.MP4,, 2024-03-12 04:26:26,false,SW1_EVENT4,W,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1N.IMG_0020.MP4,, 2024-03-12 04:27:26,false,SW1_EVENT4,W,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1A.IMG_0022.MP4,, 2024-03-13 06:19:10,false,SW1_EVENT5,A,D,SW1,1,,Unk,SW1-U1,N,0,
SW1,SW1N.IMG_0029.MP4,, 2024-03-14 19:13:56,false,SW1_EVENT6,W,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1N.IMG_0055.MP4,, 2024-03-19 19:15:06,false,SW1_EVENT7,W,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1N.IMG_0057.MP4,, 2024-03-20 19:42:58,false,SW1_EVENT8,W,D,SW1,1,,SF,SW1-SF1,N,0,
SW1,SW1N.IMG_0058.MP4,, 2024-03-21 05:15:58,false,SW1_EVENT9,W,D,SW1,1,,SF,SW1-SF1,N,0,
SW1,SW1A.IMG_0062.MP4,, 2024-03-21 19:52:14,false,SW1_EVENT10,A,D,SW1,1,,M,SW1-M1,N,0,
SW1,SW1A.IMG_0063.MP4,, 2024-03-22 00:07:34,false,SW1_EVENT11,A,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1A.IMG_0064.MP4,, 2024-03-22 00:07:57,false,SW1_EVENT11,A,D,SW1,1,,SM,SW1-SM1,N,0,
SW1,SW1N.IMG_0059.MP4,, 2024-03-23 08:49:44,false,SW1_EVENT12,W,L,SW1,1,,F,SW1-F1,ratty tail,0,
SW1,SW1N.IMG_0060.MP4,, 2024-03-23 08:50:12,false,SW1_EVENT12,W,L,SW1,1,,F,SW1-F1,ratty tail,0,
SW1,SW1N.IMG_0064.MP4,, 2024-03-23 20:53:18,false,SW1_EVENT13,W,D,SW1,1,,Unk,SW1-U1,N,0,
SW1,SW1N.IMG_0065.MP4,, 2024-03-24 01:38:58,false,SW1_EVENT14,W,D,SW1,1,,M,SW1-M1,N,0,
SW1,SW1A.IMG_0077.MP4,, 2024-03-30 22:10:58,false,SW1_EVENT15,A,D,SW1,1,,Unk,SW1-U1,N,0,
